txn_id,scheme_code,txn_date,txn_type,amount,units,nav,investor_id,state,kyc_status,folio_no
TXN100478,121007,2022-06-23,SIP,500.0,121.8296,149.9191,INV9395,Kerala,KYC_VERIFIED,FOLIO700199
TXN100479,121012,2021-01-05,Lumpsum,10000.0,174.2556,120.4797,INV8909,West Bengal,KYC_VERIFIED,FOLIO372983
TXN100480,121020,2022-09-08,SIP,10000.0,135.8681,65.9838,INV3478,Karnataka,KYC_VERIFIED,FOLIO704491
TXN100481,121006,2022-08-30,Lumpsum,1000.0,42.3277,44.3355,INV7243,Karnataka,KYC_VERIFIED,FOLIO451921
TXN100482,119644,2023-11-02,SIP,10000.0,174.5683,257.0883,INV7584,Tamil Nadu,KYC_VERIFIED,FOLIO240626
TXN100483,119775,2023-10-25,SIP,2000.0,83.3074,25.7922,INV5496,Kerala,KYC_VERIFIED,FOLIO749145
TXN100484,121018,2020-05-14,SIP,10000.0,17.4816,263.6518,INV1849,Rajasthan,KYC_VERIFIED,FOLIO714073
TXN100485,121010,2023-04-25,Lumpsum,50000.0,97.7952,177.6961,INV2916,Kerala,KYC_VERIFIED,FOLIO236148
TXN100486,118632,2021-01-01,Lumpsum,5000.0,118.9131,393.2768,INV4300,Uttar Pradesh,KYC_VERIFIED,FOLIO191679
TXN100487,121016,2024-01-31,Redemption,2000.0,154.3022,414.1745,INV7393,Kerala,KYC_PENDING,FOLIO776665
TXN100488,121014,2022-05-13,SIP,50000.0,80.657,44.3933,INV8430,Karnataka,KYC_VERIFIED,FOLIO697878
TXN100489,125497,2022-11-28,SIP,50000.0,125.2351,91.1196,INV4366,Kerala,KYC_VERIFIED,FOLIO617377
TXN100490,121016,2023-10-26,Redemption,10000.0,50.7665,498.7065,INV4106,Uttar Pradesh,KYC_VERIFIED,FOLIO348833
TXN100491,119551,2023-01-05,Redemption,2000.0,164.5667,449.8029,INV8785,Maharashtra,KYC_VERIFIED,FOLIO972563
TXN100492,121011,2020-10-22,SIP,500.0,31.13,108.5389,INV8246,Maharashtra,KYC_VERIFIED,FOLIO586317
TXN100493,121012,2021-01-18,SIP,1000.0,185.1362,84.4731,INV8231,Maharashtra,KYC_VERIFIED,FOLIO119211
TXN100494,125497,2024-05-06,Redemption,25000.0,7.9051,339.8996,INV9969,Uttar Pradesh,KYC_VERIFIED,FOLIO819466
TXN100495,121007,2021-03-31,Redemption,50000.0,180.4004,119.2741,INV2850,Tamil Nadu,KYC_VERIFIED,FOLIO856427
TXN100496,120712,2021-02-08,Lumpsum,10000.0,6.175,125.7731,INV6838,Tamil Nadu,KYC_PENDING,FOLIO730862
TXN100497,121017,2020-02-07,Lumpsum,500.0,196.3431,336.329,INV5271,Kerala,KYC_VERIFIED,FOLIO162741
TXN100498,119551,2022-02-08,Lumpsum,2000.0,104.4627,370.6502,INV4180,Rajasthan,KYC_VERIFIED,FOLIO841157
TXN100499,121010,2022-08-18,Redemption,25000.0,23.6639,208.3324,INV7924,West Bengal,KYC_VERIFIED,FOLIO455184
TXN100500,121002,2023-06-28,Lumpsum,5000.0,77.7925,272.7881,INV8077,Telangana,KYC_VERIFIED,FOLIO584894
TXN100501,121011,2022-05-02,Lumpsum,5000.0,36.8477,424.8237,INV7653,Telangana,KYC_VERIFIED,FOLIO398820
TXN100502,121003,2024-12-16,SIP,2000.0,54.772,99.2601,INV5703,Kerala,KYC_VERIFIED,FOLIO323389
TXN100503,121012,2022-09-29,SIP,5000.0,13.5737,409.6612,INV2623,Karnataka,KYC_PENDING,FOLIO195898
TXN100504,121018,2023-04-27,SIP,50000.0,82.3629,267.5723,INV9331,Maharashtra,KYC_VERIFIED,FOLIO968516
TXN100505,121004,2022-01-10,SIP,5000.0,1.8738,141.0508,INV9830,Rajasthan,KYC_VERIFIED,FOLIO654058
TXN100506,121008,2021-03-12,SIP,50000.0,38.5866,288.4924,INV3899,Karnataka,KYC_VERIFIED,FOLIO598239
TXN100507,120712,2024-08-07,Lumpsum,5000.0,59.4325,18.1975,INV5781,Kerala,KYC_VERIFIED,FOLIO946477
TXN100508,121012,2022-11-15,Lumpsum,500.0,20.3437,93.3831,INV1348,Karnataka,KYC_VERIFIED,FOLIO196904
TXN100509,118712,2022-02-16,Lumpsum,1000.0,86.7825,219.843,INV2045,Gujarat,KYC_VERIFIED,FOLIO307730
TXN100510,121014,2020-01-20,Redemption,500.0,80.3264,36.5959,INV3987,Delhi,KYC_VERIFIED,FOLIO513205
TXN100511,119644,2022-09-01,SIP,1000.0,79.0711,494.8682,INV5487,Rajasthan,KYC_VERIFIED,FOLIO140832
TXN100512,121016,2024-02-15,Redemption,1000.0,37.5735,438.4978,INV2617,West Bengal,KYC_VERIFIED,FOLIO707341
TXN100513,125497,2024-09-20,Lumpsum,5000.0,152.4175,198.9206,INV3332,West Bengal,KYC_PENDING,FOLIO619691
TXN100514,121015,2024-12-04,Redemption,500.0,111.6176,352.5796,INV7592,Telangana,KYC_PENDING,FOLIO426767
TXN100515,121010,2021-05-24,SIP,500.0,109.419,303.3951,INV1486,West Bengal,KYC_VERIFIED,FOLIO726847
TXN100516,121010,2022-01-18,Lumpsum,5000.0,193.4966,171.2609,INV4359,Telangana,KYC_VERIFIED,FOLIO799570
TXN100517,119644,2024-04-15,Redemption,10000.0,160.1587,69.8536,INV5834,Tamil Nadu,KYC_VERIFIED,FOLIO919590
TXN100518,121006,2021-09-29,SIP,500.0,21.9399,80.7537,INV4572,Karnataka,KYC_VERIFIED,FOLIO663648
TXN100519,121019,2023-09-18,SIP,50000.0,112.9999,313.5475,INV8384,Karnataka,KYC_VERIFIED,FOLIO892897
TXN100520,121011,2023-06-22,Lumpsum,50000.0,187.3222,227.5836,INV2340,Uttar Pradesh,KYC_VERIFIED,FOLIO246477
TXN100521,120465,2023-05-17,Lumpsum,5000.0,52.3198,24.6895,INV5065,West Bengal,KYC_VERIFIED,FOLIO194992
TXN100522,120333,2024-05-30,Lumpsum,50000.0,111.1888,468.2565,INV7356,Gujarat,KYC_VERIFIED,FOLIO888704
TXN100523,118890,2024-01-19,Lumpsum,5000.0,90.3413,487.5823,INV6520,Tamil Nadu,KYC_VERIFIED,FOLIO254783
TXN100524,121011,2021-10-04,SIP,1000.0,198.389,283.7033,INV6515,Delhi,KYC_VERIFIED,FOLIO122218
TXN100525,118890,2022-08-19,Lumpsum,5000.0,57.9845,322.4204,INV4550,Rajasthan,KYC_VERIFIED,FOLIO834910
TXN100526,120594,2023-02-08,Lumpsum,10000.0,74.6322,248.8925,INV5402,Delhi,KYC_VERIFIED,FOLIO538650
TXN100527,119644,2022-04-13,Lumpsum,10000.0,150.6968,203.2059,INV5394,West Bengal,KYC_VERIFIED,FOLIO950893
TXN100528,120178,2022-03-31,Redemption,10000.0,109.1096,474.0009,INV3652,Delhi,KYC_VERIFIED,FOLIO976961
TXN100529,121004,2023-05-03,Redemption,2000.0,159.1086,15.3268,INV8086,Karnataka,KYC_VERIFIED,FOLIO787778
TXN100530,118825,2022-12-06,SIP,2000.0,181.5042,371.7276,INV7056,Tamil Nadu,KYC_VERIFIED,FOLIO330327
TXN100531,121009,2020-08-05,Lumpsum,2000.0,175.9607,197.2361,INV5414,Telangana,KYC_VERIFIED,FOLIO455646
TXN100532,121003,2020-04-01,SIP,500.0,145.9566,128.6219,INV3828,Karnataka,KYC_VERIFIED,FOLIO272528
TXN100533,119775,2020-06-02,Lumpsum,1000.0,187.7276,325.8631,INV4070,West Bengal,KYC_VERIFIED,FOLIO723981
TXN100534,121002,2020-12-17,Redemption,50000.0,127.2275,406.729,INV7432,Delhi,KYC_VERIFIED,FOLIO782707
TXN100535,121001,2024-04-12,Lumpsum,10000.0,67.4175,238.7749,INV8422,Delhi,KYC_VERIFIED,FOLIO219693
TXN100536,119775,2023-12-15,SIP,2000.0,195.6483,136.2161,INV7216,Uttar Pradesh,KYC_VERIFIED,FOLIO296009
TXN100537,121018,2022-11-30,SIP,1000.0,83.2806,416.4057,INV5453,Karnataka,KYC_VERIFIED,FOLIO856326
TXN100538,120333,2023-07-06,Redemption,5000.0,44.4559,34.4904,INV1526,Rajasthan,KYC_VERIFIED,FOLIO783925
TXN100539,121007,2022-02-08,Redemption,25000.0,49.1653,42.1954,INV4081,Maharashtra,KYC_VERIFIED,FOLIO233207
TXN100540,118632,2023-11-03,SIP,50000.0,17.6994,408.8729,INV3154,West Bengal,KYC_VERIFIED,FOLIO981755
TXN100541,121010,2021-04-21,Lumpsum,1000.0,125.8601,137.808,INV4414,Rajasthan,KYC_VERIFIED,FOLIO284525
TXN100542,120178,2020-02-27,SIP,25000.0,30.0458,341.3737,INV8217,Uttar Pradesh,KYC_VERIFIED,FOLIO484022
TXN100543,119386,2022-11-18,SIP,5000.0,37.0766,193.0189,INV4987,Kerala,KYC_VERIFIED,FOLIO611938
TXN100544,121001,2021-02-02,Lumpsum,1000.0,173.3275,472.995,INV2601,Rajasthan,KYC_VERIFIED,FOLIO265187
TXN100545,121007,2021-08-18,SIP,50000.0,42.5105,338.1435,INV9072,Uttar Pradesh,KYC_VERIFIED,FOLIO299773
TXN100546,119644,2023-10-09,SIP,25000.0,86.311,307.4459,INV1965,West Bengal,KYC_VERIFIED,FOLIO644811
TXN100547,120712,2021-07-07,Redemption,10000.0,34.86,329.7151,INV7158,Karnataka,KYC_VERIFIED,FOLIO233407
TXN100548,120503,2021-12-10,SIP,25000.0,18.594,235.6565,INV5112,Karnataka,KYC_PENDING,FOLIO298782
TXN100549,120841,2021-12-06,Redemption,1000.0,159.7448,148.1994,INV1947,Telangana,KYC_VERIFIED,FOLIO634652
TXN100550,118890,2021-10-04,Lumpsum,500.0,110.6154,11.692,INV8458,Kerala,KYC_VERIFIED,FOLIO993271
TXN100551,121006,2022-09-26,Lumpsum,50000.0,169.3809,381.5096,INV3278,Kerala,KYC_VERIFIED,FOLIO678962
TXN100552,121004,2020-11-16,SIP,50000.0,91.4944,435.6687,INV8551,Telangana,KYC_VERIFIED,FOLIO907503
TXN100553,121003,2021-12-23,Lumpsum,2000.0,85.8699,314.0644,INV1333,Rajasthan,KYC_VERIFIED,FOLIO405906
TXN100554,121019,2023-09-29,Lumpsum,50000.0,107.988,474.6228,INV6110,Karnataka,KYC_VERIFIED,FOLIO729437
TXN100555,118632,2022-05-04,Redemption,2000.0,40.8939,229.784,INV6639,Karnataka,KYC_VERIFIED,FOLIO715954
TXN100556,121011,2023-02-23,Lumpsum,10000.0,197.3355,359.8215,INV3978,Kerala,KYC_PENDING,FOLIO449373
TXN100557,121015,2023-05-12,SIP,50000.0,76.921,57.5635,INV5762,Delhi,KYC_VERIFIED,FOLIO607787
TXN100558,121005,2022-11-29,Lumpsum,25000.0,79.3738,475.416,INV1853,Telangana,KYC_VERIFIED,FOLIO501567
TXN100559,119092,2021-01-07,Lumpsum,25000.0,168.9351,24.5288,INV1310,Gujarat,KYC_VERIFIED,FOLIO246211
TXN100560,121009,2023-09-08,SIP,50000.0,133.6333,366.6066,INV8098,Tamil Nadu,KYC_REJECTED,FOLIO778899
TXN100561,120333,2023-02-28,Lumpsum,10000.0,74.086,178.1363,INV8012,Delhi,KYC_PENDING,FOLIO711532
TXN100562,121008,2023-05-12,Lumpsum,50000.0,193.2903,171.7013,INV3120,West Bengal,KYC_VERIFIED,FOLIO621029
TXN100563,119775,2024-06-27,SIP,500.0,141.6681,266.6739,INV3355,Karnataka,KYC_VERIFIED,FOLIO853003
TXN100564,121005,2022-12-07,Redemption,1000.0,161.8292,207.0409,INV8386,West Bengal,KYC_VERIFIED,FOLIO148223
TXN100565,120712,2020-07-27,Lumpsum,2000.0,113.6989,152.69,INV3388,Gujarat,KYC_VERIFIED,FOLIO404694
TXN100566,121008,2022-03-25,Lumpsum,5000.0,105.6582,300.4988,INV1137,West Bengal,KYC_VERIFIED,FOLIO671369
TXN100567,121017,2024-11-19,Redemption,1000.0,111.9184,191.6005,INV8488,Gujarat,KYC_VERIFIED,FOLIO764782
TXN100568,121003,2024-11-06,SIP,10000.0,21.729,216.4655,INV6409,Telangana,KYC_VERIFIED,FOLIO384718
TXN100569,120465,2021-06-10,Lumpsum,10000.0,32.6734,58.2075,INV4205,Gujarat,KYC_VERIFIED,FOLIO657155
TXN100570,118989,2023-03-29,Redemption,50000.0,12.9635,106.8588,INV2573,Tamil Nadu,KYC_VERIFIED,FOLIO886738
TXN100571,119092,2024-08-29,Redemption,5000.0,33.5679,459.1244,INV8344,Maharashtra,KYC_VERIFIED,FOLIO920127
TXN100572,118551,2024-04-19,SIP,10000.0,71.991,285.2582,INV2327,Karnataka,KYC_VERIFIED,FOLIO950325
TXN100573,121014,2021-12-31,Redemption,25000.0,133.0484,488.6592,INV4437,Delhi,KYC_VERIFIED,FOLIO160733
TXN100574,120503,2020-10-12,Redemption,50000.0,109.6345,73.5379,INV8040,Rajasthan,KYC_VERIFIED,FOLIO622145
TXN100575,120503,2021-07-01,Lumpsum,2000.0,2.0425,480.2394,INV7382,Rajasthan,KYC_VERIFIED,FOLIO243341
TXN100576,121001,2022-02-18,SIP,500.0,114.4594,162.6005,INV7176,Karnataka,KYC_REJECTED,FOLIO891926
TXN100577,120178,2022-10-12,Redemption,1000.0,167.5604,106.4242,INV3647,Rajasthan,KYC_PENDING,FOLIO214891
TXN100578,120333,2020-12-01,SIP,50000.0,116.0574,413.4521,INV5658,Maharashtra,KYC_PENDING,FOLIO151169
TXN100579,119386,2020-01-23,SIP,25000.0,36.5123,182.0448,INV7883,Telangana,KYC_VERIFIED,FOLIO635190
TXN100580,119092,2021-01-04,Lumpsum,5000.0,84.9587,283.211,INV1683,Telangana,KYC_VERIFIED,FOLIO957621
TXN100581,120333,2023-09-27,Lumpsum,25000.0,11.1548,294.2608,INV4056,Maharashtra,KYC_VERIFIED,FOLIO255500
TXN100582,121004,2020-03-18,SIP,500.0,57.6532,224.8181,INV6321,Rajasthan,KYC_VERIFIED,FOLIO987224
TXN100583,121019,2024-03-27,Lumpsum,500.0,172.3916,368.0125,INV1534,Gujarat,KYC_VERIFIED,FOLIO161309
TXN100584,120841,2022-05-20,SIP,2000.0,119.678,117.3888,INV9941,Kerala,KYC_VERIFIED,FOLIO487434
TXN100585,121011,2024-10-14,SIP,50000.0,173.1708,21.2654,INV6551,Delhi,KYC_VERIFIED,FOLIO585987
TXN100586,121007,2022-05-24,SIP,25000.0,138.3241,379.7046,INV3538,Tamil Nadu,KYC_VERIFIED,FOLIO749264
TXN100587,121005,2023-01-13,SIP,2000.0,12.0953,24.0976,INV8763,Rajasthan,KYC_VERIFIED,FOLIO850371
TXN100588,121016,2020-06-10,Lumpsum,500.0,176.1755,31.9008,INV1797,Delhi,KYC_VERIFIED,FOLIO511520
TXN100589,120178,2022-12-14,Lumpsum,2000.0,153.9724,443.6583,INV8989,Delhi,KYC_VERIFIED,FOLIO748037
TXN100590,121005,2020-12-04,Lumpsum,5000.0,71.977,325.2724,INV8774,Maharashtra,KYC_VERIFIED,FOLIO479992
TXN100591,119386,2022-11-29,Redemption,5000.0,43.8995,67.6512,INV9806,West Bengal,KYC_VERIFIED,FOLIO288832
TXN100592,118825,2022-09-06,SIP,50000.0,174.1068,360.3287,INV1122,Telangana,KYC_VERIFIED,FOLIO517388
TXN100593,121018,2020-12-28,Redemption,2000.0,190.1102,258.1977,INV2462,West Bengal,KYC_VERIFIED,FOLIO239960
TXN100594,121004,2021-03-03,SIP,1000.0,54.2507,293.3555,INV2327,Tamil Nadu,KYC_VERIFIED,FOLIO776984
TXN100595,118712,2024-05-29,Lumpsum,2000.0,92.4528,48.2607,INV5602,Uttar Pradesh,KYC_VERIFIED,FOLIO320782
TXN100596,120333,2022-06-03,SIP,25000.0,44.5019,87.5115,INV1256,Maharashtra,KYC_VERIFIED,FOLIO837284
TXN100597,120178,2021-06-11,SIP,10000.0,9.896,215.0217,INV7210,Tamil Nadu,KYC_VERIFIED,FOLIO971183
TXN100598,121010,2022-08-25,Lumpsum,5000.0,52.8497,391.8356,INV1616,Maharashtra,KYC_VERIFIED,FOLIO177632
TXN100599,121004,2021-08-11,Lumpsum,50000.0,120.5727,11.6497,INV1085,Gujarat,KYC_VERIFIED,FOLIO660535
TXN100600,121012,2022-03-03,SIP,50000.0,136.767,106.2432,INV8163,Kerala,KYC_VERIFIED,FOLIO484721
TXN100601,121008,2020-05-14,SIP,1000.0,80.3745,351.0226,INV8646,West Bengal,KYC_VERIFIED,FOLIO663346
TXN100602,121011,2024-07-31,Lumpsum,1000.0,45.6304,318.8902,INV9328,Karnataka,KYC_VERIFIED,FOLIO360017
TXN100603,120178,2021-05-04,Redemption,50000.0,177.1352,348.0841,INV7140,Delhi,KYC_VERIFIED,FOLIO184784
TXN100604,125497,2023-10-02,Lumpsum,50000.0,127.1316,302.116,INV8181,Delhi,KYC_VERIFIED,FOLIO699096
TXN100605,119644,2021-07-08,SIP,10000.0,123.8634,259.821,INV1196,Tamil Nadu,KYC_PENDING,FOLIO320401
TXN100606,118989,2021-01-12,Lumpsum,10000.0,157.8842,421.7112,INV1368,Uttar Pradesh,KYC_VERIFIED,FOLIO985717
TXN100607,118890,2023-03-17,SIP,500.0,84.6376,338.7189,INV8718,Kerala,KYC_VERIFIED,FOLIO243582
TXN100608,121012,2020-09-15,SIP,10000.0,75.9894,121.643,INV4073,Delhi,KYC_VERIFIED,FOLIO236560
TXN100609,121017,2023-08-01,SIP,5000.0,141.4409,288.6801,INV2510,Tamil Nadu,KYC_VERIFIED,FOLIO387264
TXN100610,125497,2024-05-02,Redemption,1000.0,97.6488,20.176,INV3608,Kerala,KYC_VERIFIED,FOLIO314474
TXN100611,121001,2023-10-26,Lumpsum,10000.0,149.0501,387.0582,INV2981,Kerala,KYC_VERIFIED,FOLIO847769
TXN100612,121006,2020-12-14,Lumpsum,500.0,36.8911,430.5761,INV7549,Gujarat,KYC_VERIFIED,FOLIO122309
TXN100613,119551,2020-10-08,Redemption,25000.0,107.3775,193.884,INV4683,Delhi,KYC_VERIFIED,FOLIO167897
TXN100614,118989,2024-10-01,Redemption,10000.0,129.0359,458.5552,INV8158,West Bengal,KYC_VERIFIED,FOLIO995289
TXN100615,121001,2024-04-03,SIP,1000.0,176.9836,227.4935,INV3803,Gujarat,KYC_VERIFIED,FOLIO283734
TXN100616,121011,2020-06-08,Lumpsum,10000.0,140.3248,158.8465,INV5227,Karnataka,KYC_VERIFIED,FOLIO413838
TXN100617,121011,2024-09-09,Lumpsum,500.0,22.7963,119.1605,INV8337,Tamil Nadu,KYC_VERIFIED,FOLIO655286
TXN100618,121013,2020-01-16,Lumpsum,500.0,19.7094,177.1435,INV8555,Rajasthan,KYC_PENDING,FOLIO538514
TXN100619,118632,2020-02-05,Redemption,1000.0,80.266,43.3427,INV4351,Karnataka,KYC_VERIFIED,FOLIO359488
TXN100620,118825,2023-08-04,SIP,10000.0,127.6258,264.4365,INV7903,Delhi,KYC_VERIFIED,FOLIO847289
TXN100621,125497,2021-01-18,SIP,2000.0,195.1371,485.5213,INV2978,Delhi,KYC_VERIFIED,FOLIO790898
TXN100622,121011,2023-05-05,Lumpsum,10000.0,129.7192,117.4261,INV9147,Kerala,KYC_VERIFIED,FOLIO301194
TXN100623,118825,2021-07-19,Redemption,1000.0,182.3209,198.0838,INV8102,Gujarat,KYC_VERIFIED,FOLIO535356
TXN100624,118551,2021-11-18,SIP,1000.0,6.9524,214.0021,INV1023,Gujarat,KYC_VERIFIED,FOLIO448483
TXN100625,121001,2020-05-22,Lumpsum,10000.0,159.4304,245.666,INV5168,Maharashtra,KYC_VERIFIED,FOLIO599664
TXN100626,121019,2020-01-14,SIP,50000.0,54.325,180.3118,INV6896,Karnataka,KYC_VERIFIED,FOLIO550646
TXN100627,121010,2022-03-29,SIP,2000.0,58.0274,164.185,INV8699,Kerala,KYC_VERIFIED,FOLIO969015
TXN100628,120465,2024-03-05,Lumpsum,10000.0,36.9921,479.1447,INV9886,Delhi,KYC_VERIFIED,FOLIO625201
TXN100629,120465,2021-01-28,Redemption,1000.0,52.9466,494.4977,INV5869,West Bengal,KYC_VERIFIED,FOLIO226615
TXN100630,121009,2020-02-26,SIP,10000.0,92.9586,284.4454,INV6546,Rajasthan,KYC_VERIFIED,FOLIO379614
TXN100631,121019,2022-05-24,Lumpsum,5000.0,145.7257,47.2226,INV3913,Telangana,KYC_VERIFIED,FOLIO222586
TXN100632,119644,2022-04-19,Lumpsum,5000.0,95.5642,324.2756,INV3104,Kerala,KYC_VERIFIED,FOLIO232119
TXN100633,119203,2020-12-14,SIP,25000.0,197.4737,29.3828,INV2799,Tamil Nadu,KYC_VERIFIED,FOLIO292309
TXN100634,118632,2021-06-17,Redemption,5000.0,198.0989,354.9273,INV6143,Gujarat,KYC_VERIFIED,FOLIO873454
TXN100635,121015,2023-12-20,Lumpsum,5000.0,123.1761,369.5719,INV7451,West Bengal,KYC_VERIFIED,FOLIO175744
TXN100636,121018,2023-12-11,Lumpsum,10000.0,40.2509,89.0588,INV7750,Telangana,KYC_VERIFIED,FOLIO164889
TXN100637,121020,2021-12-01,Redemption,50000.0,154.1747,376.7774,INV3063,Telangana,KYC_VERIFIED,FOLIO570432
TXN100638,121012,2021-07-21,Lumpsum,1000.0,26.093,152.3342,INV7249,Rajasthan,KYC_VERIFIED,FOLIO923764
TXN100639,121016,2021-09-24,Lumpsum,25000.0,105.9854,113.6581,INV7159,Kerala,KYC_PENDING,FOLIO600576
TXN100640,121020,2024-09-20,SIP,2000.0,107.7612,83.9194,INV3799,Gujarat,KYC_VERIFIED,FOLIO757394
TXN100641,121018,2022-05-03,SIP,1000.0,198.4755,350.146,INV2664,Rajasthan,KYC_VERIFIED,FOLIO221207
TXN100642,121012,2022-10-14,Lumpsum,2000.0,40.0671,146.1846,INV2707,Karnataka,KYC_VERIFIED,FOLIO722490
TXN100643,120465,2022-02-14,Redemption,2000.0,198.9169,397.7214,INV9710,Telangana,KYC_PENDING,FOLIO819018
TXN100644,121018,2023-12-26,Redemption,5000.0,13.0019,112.1013,INV4073,Gujarat,KYC_VERIFIED,FOLIO294001
TXN100645,120178,2021-08-25,SIP,2000.0,70.9644,136.8318,INV5968,Uttar Pradesh,KYC_VERIFIED,FOLIO649335
TXN100646,121019,2022-05-19,Redemption,1000.0,136.4223,428.5349,INV2408,Maharashtra,KYC_VERIFIED,FOLIO236242
TXN100647,121015,2023-10-24,Lumpsum,1000.0,110.9258,44.4245,INV8449,Rajasthan,KYC_VERIFIED,FOLIO167003
TXN100648,121017,2022-03-28,SIP,50000.0,35.8954,274.0107,INV7996,Kerala,KYC_VERIFIED,FOLIO528560
TXN100649,119551,2021-07-06,Lumpsum,1000.0,100.2217,216.0215,INV3026,Maharashtra,KYC_VERIFIED,FOLIO625278
TXN100650,121007,2023-06-07,Lumpsum,1000.0,90.9464,26.3416,INV2614,Telangana,KYC_VERIFIED,FOLIO384570
TXN100651,119775,2024-03-21,SIP,2000.0,165.4273,492.023,INV4932,Karnataka,KYC_VERIFIED,FOLIO212068
TXN100652,120503,2021-04-15,SIP,25000.0,7.8582,276.8418,INV5199,Uttar Pradesh,KYC_VERIFIED,FOLIO663029
TXN100653,121014,2024-02-01,SIP,2000.0,158.499,201.6383,INV9264,Uttar Pradesh,KYC_VERIFIED,FOLIO217564
TXN100654,121010,2023-05-09,SIP,500.0,186.7017,383.7239,INV3157,Kerala,KYC_VERIFIED,FOLIO740049
TXN100655,119644,2022-05-24,Lumpsum,10000.0,29.9121,71.3656,INV3463,Tamil Nadu,KYC_VERIFIED,FOLIO703705
TXN100656,119775,2020-09-01,Lumpsum,5000.0,141.0956,391.2388,INV1854,West Bengal,KYC_VERIFIED,FOLIO662278
TXN100657,121003,2022-03-29,SIP,25000.0,29.7526,463.5688,INV3322,Gujarat,KYC_VERIFIED,FOLIO186352
TXN100658,121004,2021-02-26,SIP,50000.0,100.8899,478.7239,INV9280,Uttar Pradesh,KYC_VERIFIED,FOLIO926859
TXN100659,120594,2020-04-30,Lumpsum,25000.0,196.7226,440.1812,INV8381,Uttar Pradesh,KYC_VERIFIED,FOLIO953570
TXN100660,119386,2022-06-01,Lumpsum,5000.0,92.2399,85.8865,INV7049,Delhi,KYC_VERIFIED,FOLIO838921
TXN100661,118632,2022-09-08,Lumpsum,50000.0,123.1283,284.1369,INV6994,Tamil Nadu,KYC_VERIFIED,FOLIO774038
TXN100662,121016,2022-03-17,Lumpsum,5000.0,14.2515,295.0291,INV3172,Telangana,KYC_VERIFIED,FOLIO629332
TXN100663,121015,2021-10-06,Lumpsum,50000.0,175.0204,371.683,INV5618,Kerala,KYC_VERIFIED,FOLIO618514
TXN100664,121004,2020-07-17,SIP,10000.0,122.7732,51.4218,INV1767,Karnataka,KYC_REJECTED,FOLIO801887
TXN100665,120594,2021-07-14,Lumpsum,5000.0,79.8282,282.1898,INV3482,West Bengal,KYC_VERIFIED,FOLIO663280
TXN100666,121014,2021-09-28,Lumpsum,5000.0,140.4368,204.2767,INV4371,West Bengal,KYC_VERIFIED,FOLIO791374
TXN100667,120178,2022-09-12,Lumpsum,50000.0,152.3932,492.1093,INV3015,Kerala,KYC_VERIFIED,FOLIO126094
TXN100668,121020,2024-10-28,Redemption,2000.0,78.4059,334.8542,INV3556,Delhi,KYC_VERIFIED,FOLIO475780
TXN100669,121017,2022-11-10,Redemption,2000.0,44.1997,138.1117,INV7001,Kerala,KYC_PENDING,FOLIO902400
TXN100670,121009,2024-01-15,Redemption,500.0,163.888,19.4216,INV8387,West Bengal,KYC_VERIFIED,FOLIO715871
TXN100671,119644,2023-01-19,Redemption,1000.0,179.0805,102.7755,INV7675,Uttar Pradesh,KYC_VERIFIED,FOLIO224636
TXN100672,120712,2021-02-25,Lumpsum,1000.0,41.4948,106.4509,INV6491,Gujarat,KYC_PENDING,FOLIO409109
TXN100673,121014,2020-08-14,Redemption,500.0,134.9134,231.0598,INV1730,Tamil Nadu,KYC_VERIFIED,FOLIO800523
TXN100674,121018,2023-05-05,Lumpsum,1000.0,166.8099,391.9178,INV8582,Delhi,KYC_PENDING,FOLIO374368
TXN100675,118989,2022-11-09,SIP,500.0,120.5129,64.3516,INV7867,Kerala,KYC_VERIFIED,FOLIO243555
TXN100676,121004,2020-10-30,Lumpsum,5000.0,11.1415,264.4994,INV3975,Rajasthan,KYC_VERIFIED,FOLIO774437
TXN100677,121018,2021-01-12,SIP,500.0,28.6886,175.2842,INV1316,Tamil Nadu,KYC_VERIFIED,FOLIO572825
TXN100678,121019,2023-06-19,Lumpsum,50000.0,50.706,14.3105,INV4252,Telangana,KYC_VERIFIED,FOLIO781403
TXN100679,119551,2022-12-01,SIP,1000.0,126.9421,365.9255,INV3185,Kerala,KYC_VERIFIED,FOLIO300468
TXN100680,121016,2023-01-23,Redemption,10000.0,177.3472,260.0805,INV7341,Telangana,KYC_VERIFIED,FOLIO818540
TXN100681,121007,2020-07-31,SIP,500.0,113.7871,42.3124,INV3486,Tamil Nadu,KYC_VERIFIED,FOLIO140544
TXN100682,121005,2024-08-09,SIP,10000.0,167.5155,482.0742,INV4514,Telangana,KYC_VERIFIED,FOLIO195548
TXN100683,120712,2020-11-02,SIP,10000.0,166.0936,251.5432,INV8810,Kerala,KYC_VERIFIED,FOLIO796157
TXN100684,119092,2021-12-02,Lumpsum,2000.0,11.8546,108.5696,INV3061,Telangana,KYC_VERIFIED,FOLIO605121
TXN100685,121017,2023-01-16,SIP,25000.0,96.7354,119.1053,INV1460,Uttar Pradesh,KYC_VERIFIED,FOLIO192657
TXN100686,118551,2022-08-22,Redemption,1000.0,111.5975,82.6659,INV4559,Maharashtra,KYC_VERIFIED,FOLIO835718
TXN100687,119092,2020-12-02,SIP,5000.0,125.1482,438.7448,INV5036,Tamil Nadu,KYC_PENDING,FOLIO291344
