scheme_code,period,ret_1m,ret_3m,ret_6m,ret_1y,expense_ratio,benchmark_ret,alpha
119644,Jan-2024,3.3,6.6,18.35,10.06,1.958,3.59,1.758
119644,Apr-2024,4.62,4.6,23.19,18.68,2.404,14.73,-2.158
119644,Jul-2024,-1.2,-2.59,7.11,13.46,1.767,11.41,-1.006
119644,Oct-2024,5.88,-11.22,7.27,15.96,0.702,15.0,1.777
118890,Jan-2020,2.7,0.49,-3.21,13.58,2.195,7.63,4.404
118890,Apr-2020,5.87,9.21,13.7,14.54,1.572,14.13,6.369
118890,Jul-2020,-1.55,6.86,-1.85,20.11,2.481,4.72,-1.707
118890,Oct-2020,1.96,5.27,24.15,13.18,0.787,12.97,3.222
118890,Jan-2021,1.63,9.0,-0.37,-8.03,1.27,1.17,4.779
118890,Apr-2021,-0.44,-1.69,25.9,13.83,1.046,16.49,3.539
118890,Jul-2021,4.62,-3.16,10.75,11.36,0.878,12.29,-3.028
118890,Oct-2021,3.97,2.05,3.66,12.76,1.934,18.84,-1.239
118890,Jan-2022,0.05,2.42,-0.46,15.43,0.833,3.57,2.816
118890,Apr-2022,5.84,3.74,6.28,12.88,1.746,19.02,1.735
118890,Jul-2022,-5.34,9.49,13.68,19.41,0.64,11.98,3.734
118890,Oct-2022,2.34,4.53,13.27,15.25,0.562,12.97,1.705
118890,Jan-2023,3.88,1.51,-0.68,14.03,2.079,17.55,3.827
118890,Apr-2023,0.99,2.64,2.86,16.25,2.448,12.14,8.624
118890,Jul-2023,-3.31,4.28,9.64,18.56,2.091,15.09,0.164
118890,Oct-2023,-3.08,8.26,11.65,5.3,1.697,8.52,-2.609
118890,Jan-2024,3.49,7.5,4.67,13.75,1.943,13.47,-1.869
118890,Apr-2024,2.67,-2.38,11.77,4.42,2.474,11.83,1.374
118890,Jul-2024,1.51,-0.96,8.42,16.67,1.837,13.11,0.002
118890,Oct-2024,-2.84,-4.15,9.26,21.14,0.996,13.53,1.064
120712,Jan-2020,3.35,7.83,-8.86,23.29,1.642,8.81,0.241
120712,Apr-2020,1.3,0.98,0.44,7.63,0.633,20.08,1.64
120712,Jul-2020,7.96,5.36,11.12,4.45,1.829,24.52,1.682
120712,Oct-2020,-0.71,1.18,9.94,17.96,1.84,13.7,2.883
120712,Jan-2021,-0.57,0.04,10.09,-9.16,0.401,21.81,-4.991
120712,Apr-2021,3.67,6.22,-3.07,18.68,0.944,4.94,-0.268
120712,Jul-2021,1.28,8.39,3.21,13.62,0.788,12.15,4.117
120712,Oct-2021,1.52,1.71,6.77,6.79,2.342,19.22,5.594
120712,Jan-2022,-4.17,6.41,13.01,3.09,0.189,8.54,6.252
120712,Apr-2022,6.16,-1.11,-3.21,20.96,1.39,19.46,-1.148
120712,Jul-2022,3.37,-0.16,11.36,13.67,0.581,14.68,0.715
120712,Oct-2022,1.61,3.0,-1.08,31.32,1.813,10.94,3.25
120712,Jan-2023,7.35,9.68,4.85,13.21,0.333,16.65,4.607
120712,Apr-2023,4.95,7.01,9.47,5.02,1.94,8.21,2.813
120712,Jul-2023,-1.09,6.09,16.26,17.39,0.49,17.48,5.926
120712,Oct-2023,0.88,6.11,17.58,20.02,2.441,7.71,3.378
120712,Jan-2024,-0.0,10.7,20.01,8.69,2.357,9.83,0.453
120712,Apr-2024,5.81,-1.68,12.2,26.49,0.621,14.62,1.094
120712,Jul-2024,6.75,2.27,13.64,12.57,1.508,10.38,1.109
120712,Oct-2024,0.77,0.2,11.38,20.63,0.759,10.11,-1.127
