scheme_code,period,ret_1m,ret_3m,ret_6m,ret_1y,expense_ratio,benchmark_ret,alpha
119644,Oct-2023,2.22,3.77,1.97,3.05,0.573,15.13,0.667
119644,Jan-2024,4.71,2.82,11.21,16.51,1.987,17.0,-1.543
119644,Apr-2024,-0.46,1.43,9.67,19.68,0.591,6.26,1.696
119644,Jul-2024,-3.41,8.54,5.43,3.47,2.495,13.88,2.215
119644,Oct-2024,-1.11,2.93,-0.9,11.67,1.457,24.78,0.971
118890,Jan-2020,2.5,5.46,-5.05,3.65,0.677,14.69,6.363
118890,Apr-2020,4.4,3.72,6.32,10.83,0.666,13.29,1.656
118890,Jul-2020,-2.11,6.51,5.95,17.57,1.175,2.19,0.761
118890,Oct-2020,-0.12,0.86,-0.82,7.45,0.307,16.95,2.444
118890,Jan-2021,2.12,-6.13,20.64,10.32,2.188,16.49,0.921
118890,Apr-2021,7.33,6.34,5.4,10.48,0.911,8.78,0.554
118890,Jul-2021,-0.59,-0.28,2.14,29.95,0.369,13.41,0.131
118890,Oct-2021,-0.45,1.67,19.52,16.62,0.963,13.2,-0.714
118890,Jan-2022,1.51,-1.88,15.37,7.26,0.778,16.88,-0.246
118890,Apr-2022,0.54,-9.69,4.74,19.35,1.995,15.36,1.46
118890,Jul-2022,4.46,-0.17,5.31,0.77,1.619,9.47,3.9
118890,Oct-2022,-0.67,1.38,2.27,14.24,0.952,-8.99,1.38
118890,Jan-2023,4.72,0.93,10.69,24.6,2.421,8.08,3.839
118890,Apr-2023,2.69,3.19,11.28,22.64,1.019,13.83,2.806
118890,Jul-2023,-0.19,9.44,-0.22,12.82,2.375,5.66,3.678
118890,Oct-2023,1.77,10.13,11.29,12.54,1.344,13.61,6.558
118890,Jan-2024,1.45,2.81,5.63,15.7,0.298,9.7,-1.03
118890,Apr-2024,-1.44,7.52,7.18,7.32,1.921,10.52,1.632
118890,Jul-2024,-3.32,-1.96,-3.09,5.9,2.425,5.79,3.411
118890,Oct-2024,6.72,7.63,3.04,15.89,0.719,8.35,4.812
120712,Jan-2020,7.22,-3.85,17.08,8.68,1.639,13.7,5.369
120712,Apr-2020,2.04,5.56,12.97,23.1,1.749,18.1,0.005
120712,Jul-2020,-4.0,12.62,-0.26,9.2,1.934,8.98,-0.315
120712,Oct-2020,2.59,5.87,11.34,19.01,1.485,9.49,4.298
120712,Jan-2021,-0.36,0.79,13.51,13.83,0.925,9.03,4.31
120712,Apr-2021,2.96,4.68,-1.16,16.17,0.728,6.53,-0.004
120712,Jul-2021,3.29,9.71,-0.4,5.62,2.338,9.54,2.882
120712,Oct-2021,-0.07,6.38,-2.62,18.94,0.947,17.55,1.415
120712,Jan-2022,2.52,4.69,-4.94,26.3,0.172,16.54,-0.498
120712,Apr-2022,1.92,-3.05,8.04,5.54,0.996,8.42,-0.884
120712,Jul-2022,3.02,10.15,5.25,17.59,0.91,5.56,-0.181
120712,Oct-2022,4.12,2.41,1.77,8.32,0.329,0.24,-2.74
120712,Jan-2023,1.34,6.86,24.63,13.63,0.665,11.83,3.257
120712,Apr-2023,4.29,8.17,11.01,14.86,1.832,4.89,-3.52
120712,Jul-2023,7.48,3.26,10.74,-11.22,2.139,18.94,-2.414
120712,Oct-2023,0.25,4.83,-1.85,18.4,2.488,13.95,-2.416
120712,Jan-2024,-1.91,2.88,5.25,11.94,0.122,1.18,3.514
120712,Apr-2024,3.08,6.11,10.01,11.44,1.513,5.89,5.357
120712,Jul-2024,1.14,-4.8,6.8,-4.76,0.738,12.86,0.145
120712,Oct-2024,-1.62,6.31,6.42,-3.48,0.885,6.36,-1.795
121001,Jan-2020,5.28,8.8,4.06,2.73,0.526,9.38,4.54
121001,Apr-2020,5.08,4.33,11.55,12.12,2.47,3.0,2.307
121001,Jul-2020,3.9,0.95,15.31,10.54,0.721,10.67,4.591
121001,Oct-2020,2.68,3.21,7.54,3.3,0.974,8.81,1.015
121001,Jan-2021,2.79,2.68,3.72,-12.53,2.064,13.27,3.535
121001,Apr-2021,1.28,9.23,3.15,13.63,1.941,15.96,2.541
121001,Jul-2021,2.63,4.84,5.65,22.11,1.2,8.23,5.48
121001,Oct-2021,-0.82,3.11,16.71,12.87,0.817,19.19,0.777
121001,Jan-2022,0.54,-6.4,6.11,20.15,0.213,4.31,0.299
121001,Apr-2022,-0.65,2.23,3.38,28.98,0.736,1.56,1.679
121001,Jul-2022,1.08,9.47,5.91,12.34,1.536,5.59,3.494
121001,Oct-2022,1.39,1.0,2.46,26.23,1.886,8.52,3.003
121001,Jan-2023,3.87,5.21,-0.43,-0.15,1.889,13.25,1.698
121001,Apr-2023,6.61,-1.82,-10.66,-2.3,1.397,12.7,4.979
121001,Jul-2023,3.73,-9.31,26.6,10.31,0.368,15.28,1.513
121001,Oct-2023,0.49,-2.06,-2.02,12.5,1.857,21.89,1.742
121001,Jan-2024,7.48,1.32,2.87,19.32,0.736,17.84,5.096
121001,Apr-2024,4.5,10.32,12.72,9.06,1.48,16.19,-0.044
121001,Jul-2024,-0.27,3.04,14.78,15.05,1.301,11.05,0.617
121001,Oct-2024,-2.29,7.48,-0.12,14.61,0.77,16.6,0.645
121002,Jan-2020,-1.82,8.45,1.22,15.39,0.651,7.62,1.241
121002,Apr-2020,-0.09,4.16,6.52,22.28,2.449,19.65,5.512
121002,Jul-2020,1.97,-0.45,6.71,12.88,1.81,11.38,4.957
121002,Oct-2020,1.53,3.73,4.52,11.65,1.999,7.62,3.899
121002,Jan-2021,5.52,0.54,15.46,23.43,2.365,8.18,1.201
121002,Apr-2021,0.84,13.95,6.93,12.35,2.173,6.17,-0.21
121002,Jul-2021,2.28,-3.62,2.34,-2.75,2.461,12.64,2.276
121002,Oct-2021,-2.07,9.31,17.52,14.6,1.408,15.31,3.337
121002,Jan-2022,3.81,6.82,13.75,7.77,1.223,9.28,-4.775
121002,Apr-2022,-0.19,0.73,8.69,21.54,0.449,24.05,0.187
121002,Jul-2022,-4.76,4.89,3.19,4.23,1.048,7.3,-0.212
121002,Oct-2022,5.77,4.12,5.14,28.38,0.479,4.62,-1.816
121002,Jan-2023,0.96,-4.71,-1.21,10.57,1.467,19.75,3.149
121002,Apr-2023,1.19,0.65,9.72,30.04,1.026,9.23,1.106
121002,Jul-2023,0.4,6.24,1.65,17.66,0.767,14.06,-1.216
121002,Oct-2023,0.75,0.87,6.48,8.0,2.406,13.12,-2.545
121002,Jan-2024,-2.79,9.52,5.74,10.49,2.314,11.09,-1.488
121002,Apr-2024,-2.18,6.64,21.21,21.56,0.798,10.64,1.621
121002,Jul-2024,-4.86,3.62,11.09,29.96,1.839,23.58,5.701
121002,Oct-2024,5.38,3.63,9.41,-1.03,1.633,15.4,0.792
121003,Jan-2020,-3.42,11.41,9.84,29.49,1.989,20.21,4.408
121003,Apr-2020,-0.84,0.96,4.0,5.3,0.689,12.25,2.649
121003,Jul-2020,-2.79,7.59,4.13,25.35,1.759,19.99,3.852
121003,Oct-2020,-0.2,10.59,15.04,18.41,0.645,16.8,1.665
121003,Jan-2021,1.35,3.87,6.79,6.21,1.81,1.67,2.248
121003,Apr-2021,-6.07,7.13,10.54,11.28,0.695,10.44,2.546
121003,Jul-2021,-4.67,-7.71,5.35,17.81,1.223,10.94,2.116
121003,Oct-2021,3.56,2.86,11.11,3.84,2.186,8.8,3.437
121003,Jan-2022,-0.93,6.75,-0.19,8.76,0.148,8.0,0.255
121003,Apr-2022,-6.63,7.7,6.17,5.49,2.438,7.27,0.211
121003,Jul-2022,-1.69,9.02,17.04,26.01,2.115,8.42,5.681
121003,Oct-2022,0.61,-4.21,4.01,16.93,1.669,12.88,2.841
121003,Jan-2023,2.43,6.78,5.74,7.45,1.3,7.54,-2.175
121003,Apr-2023,0.94,0.81,6.17,-4.64,2.145,15.06,-2.589
121003,Jul-2023,0.63,-0.65,0.74,14.77,1.006,15.28,-1.255
121003,Oct-2023,-1.45,9.12,5.43,17.29,1.369,14.73,-4.722
121003,Jan-2024,4.65,1.22,-1.74,4.44,0.79,11.34,1.853
121003,Apr-2024,-2.38,7.86,3.33,8.83,0.456,15.98,1.415
121003,Jul-2024,-0.43,1.88,15.53,23.5,0.521,12.89,7.284
121003,Oct-2024,2.59,4.4,5.59,17.21,1.89,18.17,-1.679
121004,Jan-2020,-0.95,-3.5,1.85,10.94,1.486,19.73,6.353
121004,Apr-2020,1.51,2.4,12.46,6.31,2.075,9.8,1.415
121004,Jul-2020,-5.0,8.83,8.68,21.18,0.959,8.01,-0.289
121004,Oct-2020,0.59,3.33,13.09,14.89,0.342,25.13,0.836
121004,Jan-2021,-1.52,-5.93,7.63,20.22,1.189,15.75,1.709
121004,Apr-2021,-4.12,6.63,5.14,3.87,2.374,17.63,-1.369
121004,Jul-2021,2.08,4.52,6.52,9.36,1.032,17.63,2.523
121004,Oct-2021,-4.58,-7.22,-6.0,1.78,1.78,9.28,1.336
121004,Jan-2022,1.1,3.26,15.01,-1.09,1.989,13.97,-1.657
121004,Apr-2022,2.8,5.36,6.7,-7.76,0.88,13.36,2.509
121004,Jul-2022,-8.97,0.84,-3.04,25.64,0.585,20.88,3.882
121004,Oct-2022,1.86,9.18,0.39,7.11,2.039,6.36,-1.815
121004,Jan-2023,0.24,-0.91,20.06,20.98,1.834,5.99,2.347
121004,Apr-2023,4.76,4.95,0.34,1.07,1.814,13.9,0.324
121004,Jul-2023,4.22,6.14,8.66,18.57,1.837,9.01,-1.101
121004,Oct-2023,2.35,-1.63,7.57,12.52,1.719,4.82,2.629
121004,Jan-2024,-2.01,-1.32,6.0,24.75,2.345,1.33,-0.863
121004,Apr-2024,0.04,12.85,9.72,7.22,0.783,21.43,0.899
121004,Jul-2024,0.51,1.47,11.87,9.27,0.924,18.38,3.034
121004,Oct-2024,0.53,-3.49,5.43,7.98,2.199,8.04,0.902
121005,Jan-2020,2.64,0.39,-2.62,5.37,1.555,15.29,-0.894
121005,Apr-2020,5.07,2.3,22.95,16.36,1.13,17.02,5.215
121005,Jul-2020,-0.12,10.5,2.63,10.75,0.102,17.52,0.674
121005,Oct-2020,6.15,10.13,7.28,5.31,2.16,-0.57,3.353
121005,Jan-2021,-1.27,9.78,-2.7,8.04,0.325,15.61,-0.065
121005,Apr-2021,0.2,8.26,14.05,10.83,0.873,3.79,2.134
121005,Jul-2021,3.64,4.26,0.53,30.08,0.344,17.27,2.042
121005,Oct-2021,2.61,-0.43,5.93,16.64,1.94,1.24,5.781
121005,Jan-2022,3.15,3.67,7.69,29.15,1.506,6.19,3.625
121005,Apr-2022,2.59,-1.55,14.62,16.65,1.532,14.94,2.352
121005,Jul-2022,0.94,5.42,11.38,22.23,2.22,10.38,2.098
121005,Oct-2022,4.77,6.65,4.71,14.5,0.699,16.5,1.88
121005,Jan-2023,4.62,0.78,9.3,30.88,2.015,21.73,1.291
121005,Apr-2023,-0.23,9.3,-5.8,15.62,1.563,15.38,-3.756
121005,Jul-2023,-2.84,2.93,10.32,18.63,1.603,16.38,2.592
121005,Oct-2023,0.81,6.19,2.47,19.73,0.333,14.92,2.657
121005,Jan-2024,0.3,6.67,17.8,4.82,0.685,18.52,0.982
121005,Apr-2024,3.6,2.23,15.79,-10.65,1.141,5.33,1.725
121005,Jul-2024,-1.24,10.98,5.4,9.12,1.429,16.39,0.666
121005,Oct-2024,-1.77,-2.13,15.93,17.77,1.455,14.95,-3.372
121006,Jan-2020,0.23,2.01,13.87,0.78,0.321,22.77,-2.798
121006,Apr-2020,1.25,6.0,13.11,-5.48,1.709,10.69,0.792
121006,Jul-2020,7.41,2.42,10.15,12.92,1.04,15.32,3.733
121006,Oct-2020,-1.13,4.26,8.32,-0.83,0.349,17.35,0.346
121006,Jan-2021,9.04,8.32,10.16,27.59,0.511,13.11,-2.035
121006,Apr-2021,3.2,10.48,2.85,-2.43,1.496,22.55,1.7
121006,Jul-2021,5.58,3.6,3.52,33.21,2.273,10.51,2.652
121006,Oct-2021,0.33,7.39,10.12,18.37,1.81,2.03,-0.58
121006,Jan-2022,-1.03,4.96,1.29,0.81,2.046,14.33,3.219
121006,Apr-2022,-0.32,1.5,11.3,15.49,1.564,11.05,-0.579
121006,Jul-2022,4.46,1.94,1.48,22.04,1.514,13.1,-1.011
121006,Oct-2022,5.8,5.38,8.54,10.36,1.886,5.35,-1.509
121006,Jan-2023,6.88,-0.81,13.72,26.41,0.748,6.71,3.074
121006,Apr-2023,5.38,5.21,1.77,16.75,1.477,6.16,0.853
121006,Jul-2023,1.38,-2.51,8.75,18.69,0.447,-0.95,1.761
121006,Oct-2023,6.64,5.79,7.11,10.65,0.218,13.25,3.268
121006,Jan-2024,-2.09,4.11,3.77,17.34,2.15,9.64,2.856
121006,Apr-2024,3.31,3.35,-8.12,19.77,1.579,6.97,0.435
121006,Jul-2024,3.62,7.67,14.68,23.13,1.562,9.12,3.066
121006,Oct-2024,0.94,5.33,6.09,10.08,0.453,5.27,-0.309
121007,Jan-2020,1.0,3.26,10.97,11.43,0.33,19.38,0.244
121007,Apr-2020,1.79,9.56,2.52,7.27,1.272,16.15,4.185
121007,Jul-2020,2.15,2.23,-2.39,15.23,1.804,19.46,4.177
121007,Oct-2020,3.56,14.56,-3.86,16.08,1.737,21.31,0.118
121007,Jan-2021,4.23,1.25,9.94,13.02,0.706,14.0,3.799
121007,Apr-2021,0.87,7.96,14.26,10.25,0.613,16.47,0.421
121007,Jul-2021,3.04,8.69,11.13,15.82,1.583,12.84,-0.918
121007,Oct-2021,3.24,-1.44,10.6,21.96,0.114,1.41,-0.342
121007,Jan-2022,3.25,9.78,-7.57,14.73,1.496,12.54,1.107
121007,Apr-2022,8.28,0.81,14.34,23.08,0.161,12.71,1.501
121007,Jul-2022,-1.03,-0.65,4.13,3.75,1.109,10.83,1.905
121007,Oct-2022,2.53,2.52,1.62,17.83,1.782,9.08,-0.957
121007,Jan-2023,-0.14,2.59,15.02,20.24,1.6,23.4,1.413
121007,Apr-2023,5.44,9.61,15.05,16.89,1.032,12.03,3.625
121007,Jul-2023,-1.17,2.19,18.67,19.61,1.431,4.67,0.42
121007,Oct-2023,2.2,3.29,-1.58,20.84,1.235,10.29,3.489
121007,Jan-2024,7.29,11.13,5.32,4.07,1.357,26.08,4.845
121007,Apr-2024,1.18,11.31,15.18,-3.09,0.312,12.71,-0.666
121007,Jul-2024,1.47,5.57,1.44,12.92,1.227,16.77,0.747
121007,Oct-2024,-3.9,1.26,0.38,2.35,0.346,16.82,-0.917
121008,Jan-2020,-2.61,2.99,-2.26,11.82,1.611,13.83,2.35
121008,Apr-2020,-1.14,3.85,15.96,-4.87,1.763,4.93,5.01
121008,Jul-2020,3.65,7.43,1.03,16.37,2.273,-2.23,1.866
121008,Oct-2020,3.04,-3.57,11.21,14.9,2.424,9.52,1.944
121008,Jan-2021,2.22,-10.54,4.52,14.78,2.495,16.05,1.715
121008,Apr-2021,1.44,7.11,4.12,14.39,2.428,12.33,-3.109
121008,Jul-2021,1.35,3.82,13.3,10.91,2.118,6.15,5.107
121008,Oct-2021,2.07,10.46,17.75,7.31,1.516,11.23,3.036
121008,Jan-2022,-3.0,5.77,9.83,3.87,0.232,14.67,6.683
121008,Apr-2022,0.32,5.15,2.76,16.13,2.367,10.45,7.623
121008,Jul-2022,1.52,-4.32,11.5,24.16,1.863,10.94,-0.793
121008,Oct-2022,-1.48,2.55,4.43,8.98,1.497,17.53,4.667
121008,Jan-2023,-1.17,-1.1,7.54,17.73,2.226,14.08,5.463
121008,Apr-2023,0.54,7.54,10.63,14.86,2.347,7.39,-0.923
121008,Jul-2023,2.5,-4.69,10.58,3.85,0.281,9.62,5.133
121008,Oct-2023,0.57,2.23,13.06,16.64,0.736,9.58,0.514
121008,Jan-2024,8.27,-4.88,-1.42,24.59,1.868,6.46,-2.881
121008,Apr-2024,5.02,-1.73,3.56,14.87,1.85,17.55,1.552
121008,Jul-2024,-1.45,-0.47,16.08,11.49,2.267,11.94,-2.886
121008,Oct-2024,3.44,8.87,19.9,-3.11,0.375,15.83,0.002
121009,Jan-2020,-3.09,4.04,3.85,2.51,1.324,15.4,1.937
121009,Apr-2020,1.75,5.72,-4.84,13.54,0.795,9.73,-0.574
121009,Jul-2020,-1.04,2.03,13.4,27.74,1.731,2.64,-0.848
121009,Oct-2020,3.17,10.0,0.23,15.65,1.55,13.66,-0.109
121009,Jan-2021,1.75,-2.56,-4.44,41.88,2.225,24.81,5.273
121009,Apr-2021,-3.71,5.31,-2.06,11.33,0.28,2.55,-0.637
121009,Jul-2021,-0.44,3.69,-0.25,15.34,1.131,13.64,1.332
121009,Oct-2021,2.22,-3.67,13.66,3.22,2.127,16.62,2.891
121009,Jan-2022,3.0,3.49,1.5,5.52,0.333,12.62,-1.287
121009,Apr-2022,2.75,5.21,4.69,5.92,2.29,17.68,2.306
121009,Jul-2022,1.41,-0.41,10.36,8.29,1.88,18.75,-1.075
121009,Oct-2022,-4.49,10.05,-5.21,10.49,0.367,7.66,7.06
121009,Jan-2023,0.9,5.3,12.53,8.18,0.602,14.26,3.385
121009,Apr-2023,-0.97,5.72,6.94,24.17,0.759,24.19,2.347
121009,Jul-2023,0.82,2.29,6.95,8.34,1.13,11.93,6.359
121009,Oct-2023,-0.1,2.9,3.96,30.82,1.557,12.56,2.282
121009,Jan-2024,-2.18,16.72,0.49,14.3,0.641,9.75,1.859
121009,Apr-2024,0.17,3.23,14.57,10.21,0.975,11.8,1.657
121009,Jul-2024,1.79,2.58,0.96,11.79,0.654,11.75,3.132
121009,Oct-2024,-1.9,2.04,-0.0,25.64,0.297,14.23,2.352
121010,Jan-2020,2.03,-8.22,-7.16,15.05,0.33,8.14,0.439
121010,Apr-2020,-1.96,-2.63,7.0,-3.15,2.034,8.0,1.441
121010,Jul-2020,8.36,-1.41,9.84,15.99,0.379,10.72,5.104
121010,Oct-2020,3.26,7.01,-2.9,14.87,0.262,6.83,-0.066
121010,Jan-2021,1.03,5.78,13.87,22.41,1.041,12.33,0.689
121010,Apr-2021,0.46,-0.4,4.0,17.18,1.793,11.1,-0.519
121010,Jul-2021,4.11,-6.51,14.3,1.1,1.416,9.14,2.302
121010,Oct-2021,7.45,-0.69,-0.0,14.7,0.344,13.07,1.612
121010,Jan-2022,1.71,-1.52,8.25,10.46,2.126,16.79,-1.809
121010,Apr-2022,0.35,6.14,0.13,4.29,0.602,14.07,4.093
121010,Jul-2022,1.9,15.81,2.26,20.66,2.054,21.67,4.899
121010,Oct-2022,3.33,-5.18,11.92,6.63,0.906,3.27,2.175
121010,Jan-2023,0.14,-0.39,11.15,13.54,0.432,16.42,6.26
121010,Apr-2023,2.03,-5.53,-3.91,14.62,2.097,12.81,2.779
121010,Jul-2023,1.02,8.31,11.32,4.82,1.106,2.74,2.62
121010,Oct-2023,0.35,4.3,9.27,16.53,1.516,12.2,1.972
121010,Jan-2024,5.19,12.98,6.88,9.39,0.776,14.7,0.992
121010,Apr-2024,-4.05,9.12,12.71,24.32,1.277,13.14,2.151
121010,Jul-2024,4.22,-2.58,4.53,13.47,2.357,8.77,-0.28
121010,Oct-2024,-0.09,5.85,6.52,0.94,1.211,12.82,1.925
121011,Jan-2020,1.28,1.15,12.51,17.32,1.378,14.22,5.494
121011,Apr-2020,-1.87,1.39,4.65,25.32,0.457,7.25,1.235
121011,Jul-2020,1.51,9.48,4.34,7.81,1.121,9.93,7.909
121011,Oct-2020,2.35,6.49,7.0,15.24,0.484,15.38,2.373
121011,Jan-2021,1.25,1.74,9.97,14.75,0.388,18.3,-0.186
121011,Apr-2021,-2.31,1.51,-0.58,9.88,2.118,10.04,0.712
121011,Jul-2021,1.64,2.47,0.68,24.93,1.356,8.73,-0.715
121011,Oct-2021,-3.2,-4.2,14.33,22.47,1.994,20.2,3.042
121011,Jan-2022,1.81,7.81,11.33,15.38,2.336,11.36,-2.52
121011,Apr-2022,-1.2,12.5,1.21,-2.66,0.513,13.49,2.262
121011,Jul-2022,0.73,8.05,17.71,9.31,1.836,18.71,0.056
121011,Oct-2022,5.73,9.08,-1.69,28.35,2.106,7.88,3.209
121011,Jan-2023,4.32,3.99,2.59,11.66,2.407,17.05,0.485
121011,Apr-2023,-0.76,-3.89,2.84,12.93,0.822,1.53,3.95
121011,Jul-2023,-1.8,-3.05,17.99,21.64,0.363,15.03,4.778
121011,Oct-2023,3.85,1.78,-0.46,2.45,1.938,5.4,-0.494
121011,Jan-2024,0.74,10.49,-3.57,14.27,1.516,8.66,3.825
121011,Apr-2024,-1.35,2.18,7.99,20.31,0.791,19.56,0.387
121011,Jul-2024,2.65,2.55,12.19,32.25,0.458,11.9,0.42
121011,Oct-2024,-0.56,0.0,6.87,7.01,0.349,-6.99,4.962
121012,Jan-2020,6.13,6.74,0.88,2.63,0.343,15.83,4.663
121012,Apr-2020,1.7,7.79,10.11,7.06,1.158,17.67,-0.976
121012,Jul-2020,3.62,2.76,5.17,17.52,2.315,17.33,-0.623
121012,Oct-2020,2.9,-2.3,5.75,12.99,1.164,12.06,0.845
121012,Jan-2021,5.48,1.36,3.7,-2.89,0.327,5.17,-0.849
121012,Apr-2021,0.45,4.7,-0.6,6.59,1.857,8.94,-0.861
121012,Jul-2021,7.63,11.02,16.39,2.35,0.72,4.78,6.107
121012,Oct-2021,3.69,-1.76,9.59,0.66,1.043,10.95,3.349
121012,Jan-2022,4.16,3.6,5.43,-15.12,0.249,8.05,1.755
121012,Apr-2022,7.98,-2.47,7.15,18.47,2.137,12.01,4.439
121012,Jul-2022,-0.05,6.22,9.9,13.18,1.979,6.75,0.753
121012,Oct-2022,-2.66,1.29,14.97,17.78,1.638,2.41,2.3
121012,Jan-2023,1.01,6.19,16.68,10.32,2.312,17.51,-0.009
121012,Apr-2023,1.46,-6.48,4.84,25.75,1.467,17.4,3.891
121012,Jul-2023,5.25,1.76,13.6,34.23,0.109,4.08,0.013
121012,Oct-2023,2.61,-4.81,1.67,11.03,1.052,22.78,3.22
121012,Jan-2024,-2.14,22.84,6.88,-1.12,0.536,5.81,-1.87
121012,Apr-2024,2.74,-9.83,13.88,21.33,1.393,17.49,-1.232
121012,Jul-2024,-1.33,6.25,5.53,8.37,1.383,19.91,4.7
121012,Oct-2024,2.48,1.72,10.65,6.24,1.239,17.7,6.329
121013,Jan-2020,-1.21,-1.13,10.86,11.54,1.85,19.91,5.757
121013,Apr-2020,1.38,7.9,3.38,15.95,2.214,11.36,6.06
121013,Jul-2020,-2.83,3.48,7.38,19.79,0.685,10.21,0.011
121013,Oct-2020,-5.56,9.31,-3.29,-0.43,0.949,9.99,0.749
121013,Jan-2021,0.36,8.87,3.14,19.36,1.443,13.98,3.757
121013,Apr-2021,5.42,-4.25,4.92,28.39,0.38,10.81,1.51
121013,Jul-2021,2.09,1.64,10.83,18.41,1.216,9.06,0.365
121013,Oct-2021,0.43,4.85,8.26,7.52,2.438,12.03,5.159
121013,Jan-2022,5.52,-1.8,3.57,10.24,1.149,16.36,1.867
121013,Apr-2022,-0.45,11.76,3.93,20.68,1.309,11.61,3.184
121013,Jul-2022,5.83,5.02,3.58,27.32,0.268,13.02,4.069
121013,Oct-2022,2.17,15.78,7.01,24.35,2.032,14.63,0.595
121013,Jan-2023,0.13,5.98,0.92,8.82,1.903,19.44,1.701
121013,Apr-2023,1.39,-1.79,18.87,23.96,0.894,3.28,2.379
121013,Jul-2023,-1.61,7.36,9.25,18.67,1.446,5.76,-0.102
121013,Oct-2023,2.12,2.29,8.77,4.78,0.702,20.37,2.331
121013,Jan-2024,2.38,5.51,3.42,28.69,0.556,13.06,3.217
121013,Apr-2024,4.02,-2.73,7.39,34.12,1.892,11.36,3.32
121013,Jul-2024,0.22,5.27,3.79,9.72,0.194,22.09,0.299
121013,Oct-2024,4.63,1.34,3.18,17.5,1.523,15.99,1.16
121014,Jan-2020,-0.45,-0.33,20.8,13.69,0.123,17.24,-0.604
121014,Apr-2020,4.6,3.32,-2.69,9.23,1.586,12.49,-0.484
121014,Jul-2020,-1.51,4.96,7.31,24.88,1.13,12.37,2.749
121014,Oct-2020,-3.02,6.98,9.87,22.59,1.033,10.21,0.772
121014,Jan-2021,5.5,4.91,-3.47,19.8,0.514,18.51,2.847
121014,Apr-2021,4.92,8.69,13.56,24.21,1.198,7.84,-1.359
121014,Jul-2021,-1.29,7.15,-8.56,13.86,2.293,19.34,1.207
121014,Oct-2021,0.09,10.08,6.36,11.72,0.807,13.71,0.671
121014,Jan-2022,0.22,10.75,7.34,9.97,1.507,13.19,0.101
121014,Apr-2022,0.1,-0.76,8.38,2.27,1.758,8.72,3.292
121014,Jul-2022,2.66,4.02,12.92,28.01,0.957,4.13,-0.013
121014,Oct-2022,-0.25,6.69,3.34,8.95,2.11,13.79,3.087
121014,Jan-2023,-2.43,0.93,-6.27,-7.53,1.681,13.89,1.931
121014,Apr-2023,5.96,-4.88,-7.56,3.89,0.33,8.32,2.957
121014,Jul-2023,2.09,8.64,9.6,10.36,1.683,14.62,-2.325
121014,Oct-2023,-8.33,5.45,8.64,28.12,0.548,13.86,0.72
121014,Jan-2024,-1.23,2.1,13.69,18.17,0.297,12.64,-0.749
121014,Apr-2024,4.68,8.85,8.3,19.0,1.146,9.19,0.85
121014,Jul-2024,-1.53,2.18,14.22,21.57,1.132,17.76,0.587
121014,Oct-2024,-2.32,2.72,6.46,20.08,1.819,18.06,-3.537
121015,Jan-2020,-1.19,3.04,10.36,32.85,0.995,7.74,0.442
121015,Apr-2020,-1.04,-0.94,7.32,22.85,1.96,6.84,1.009
121015,Jul-2020,-1.92,8.42,17.3,-0.36,2.011,7.33,1.657
121015,Oct-2020,0.94,-3.21,15.46,12.63,0.494,12.7,-0.676
121015,Jan-2021,0.65,-5.69,-9.5,5.27,2.037,1.46,0.256
121015,Apr-2021,-0.4,3.19,11.3,29.41,0.499,6.1,3.166
121015,Jul-2021,5.4,-2.1,-0.45,1.21,0.903,14.24,5.208
121015,Oct-2021,3.88,5.43,7.32,17.52,2.034,19.82,1.448
121015,Jan-2022,1.99,1.46,7.79,11.69,1.803,17.24,5.221
121015,Apr-2022,1.09,5.16,13.03,12.71,0.126,10.7,0.126
121015,Jul-2022,2.76,6.06,13.46,13.97,1.822,18.65,-0.336
121015,Oct-2022,-1.06,0.84,-5.21,12.04,2.011,9.4,4.845
121015,Jan-2023,5.03,7.95,-6.54,26.9,1.336,22.07,-0.01
121015,Apr-2023,0.78,3.95,0.47,-0.58,1.898,12.4,8.882
121015,Jul-2023,-3.81,-4.77,11.0,1.19,0.657,-5.25,2.232
121015,Oct-2023,-2.01,6.72,6.47,14.77,2.299,10.35,-0.737
121015,Jan-2024,-1.2,-1.97,17.6,10.43,0.311,13.55,-0.509
121015,Apr-2024,1.07,2.15,17.43,10.55,2.406,16.26,-1.916
121015,Jul-2024,1.76,-0.29,-1.46,3.16,2.325,27.86,-0.513
121015,Oct-2024,1.85,5.05,3.29,26.67,0.996,8.41,5.836
121016,Jan-2020,-0.44,-1.35,6.02,21.82,2.24,16.43,2.066
121016,Apr-2020,5.26,6.15,17.71,6.28,0.727,11.99,-0.635
121016,Jul-2020,-1.82,5.41,11.66,15.01,0.816,5.38,0.522
121016,Oct-2020,-2.34,4.2,10.42,26.08,1.219,14.23,5.09
121016,Jan-2021,-1.81,-2.68,-3.32,19.62,1.747,14.87,0.96
121016,Apr-2021,6.6,7.44,1.37,11.28,0.671,5.59,4.455
121016,Jul-2021,0.45,7.54,5.63,9.29,0.534,22.39,0.762
121016,Oct-2021,10.44,4.26,1.04,-0.27,1.581,10.84,3.557
121016,Jan-2022,8.17,6.84,9.36,25.04,2.359,4.42,4.832
121016,Apr-2022,1.06,11.21,10.55,24.72,2.5,8.84,0.938
121016,Jul-2022,-3.35,6.32,13.84,8.99,0.447,-1.29,1.112
