scheme_code,date,nav
120841,04-10-2018,11.6356
120841,11-10-2018,11.6553
120841,18-10-2018,11.7569
120841,25-10-2018,11.6594
120841,01-11-2018,11.6805
120841,08-11-2018,11.8057
120841,15-11-2018,11.6466
120841,22-11-2018,11.668
120841,29-11-2018,11.618
120841,06-12-2018,11.5882
120841,13-12-2018,11.5089
120841,20-12-2018,11.4979
120841,27-12-2018,11.6719
120841,03-01-2019,11.5585
120841,10-01-2019,11.455
120841,17-01-2019,11.3402
120841,24-01-2019,11.5015
120841,31-01-2019,11.4636
120841,07-02-2019,11.4658
120841,14-02-2019,11.4334
120841,21-02-2019,11.3516
120841,28-02-2019,11.3348
120841,07-03-2019,11.5623
120841,14-03-2019,11.6956
120841,21-03-2019,11.6205
120841,28-03-2019,11.6854
120841,04-04-2019,11.6123
120841,11-04-2019,11.4519
120841,18-04-2019,11.5499
120841,25-04-2019,11.6617
120841,02-05-2019,11.764
120841,09-05-2019,11.7245
120841,16-05-2019,11.7135
120841,23-05-2019,11.7885
120841,30-05-2019,11.8301
120841,06-06-2019,11.7976
120841,13-06-2019,11.6495
120841,20-06-2019,11.6648
120841,27-06-2019,11.7701
120841,04-07-2019,11.6621
120841,11-07-2019,11.7263
120841,18-07-2019,11.7621
120841,25-07-2019,11.8374
120841,01-08-2019,11.9247
120841,08-08-2019,11.8632
120841,15-08-2019,11.7145
120841,22-08-2019,11.6692
120841,29-08-2019,11.7569
120841,05-09-2019,11.7106
120841,12-09-2019,11.6503
120841,19-09-2019,11.4852
120841,26-09-2019,11.6508
120841,03-10-2019,11.7324
120841,10-10-2019,11.8094
120841,17-10-2019,11.9055
120841,24-10-2019,11.9652
120841,31-10-2019,11.9466
120841,07-11-2019,11.9357
120841,14-11-2019,11.8997
120841,21-11-2019,12.1553
120841,28-11-2019,12.2142
120841,05-12-2019,12.1737
120841,12-12-2019,12.224
120841,19-12-2019,12.13
120841,26-12-2019,12.2808
120841,02-01-2020,12.2208
120841,09-01-2020,12.2747
120841,16-01-2020,12.3843
120841,23-01-2020,12.4273
120841,30-01-2020,12.4417
120841,06-02-2020,12.4478
120841,13-02-2020,12.4471
120841,20-02-2020,12.3947
120841,27-02-2020,12.3551
120841,05-03-2020,12.5062
120841,12-03-2020,12.5004
120841,19-03-2020,12.4268
120841,26-03-2020,12.3804
120841,02-04-2020,12.4944
120841,09-04-2020,12.5669
120841,16-04-2020,12.6283
120841,23-04-2020,12.6073
120841,30-04-2020,12.6702
120841,07-05-2020,12.61
120841,14-05-2020,12.5889
120841,21-05-2020,12.6916
120841,28-05-2020,12.7854
120841,04-06-2020,12.6901
120841,11-06-2020,12.6083
120841,18-06-2020,12.6243
120841,25-06-2020,12.8037
120841,02-07-2020,12.6126
120841,09-07-2020,12.6457
120841,16-07-2020,12.5116
120841,23-07-2020,12.4531
120841,30-07-2020,12.4218
120841,06-08-2020,12.385
120841,13-08-2020,12.337
120841,20-08-2020,12.3427
120841,27-08-2020,12.2948
120841,03-09-2020,12.1558
120841,10-09-2020,12.2365
120841,17-09-2020,12.3151
120841,24-09-2020,12.4031
120841,01-10-2020,12.2552
120841,08-10-2020,12.2894
120841,15-10-2020,12.3608
120841,22-10-2020,12.2638
120841,29-10-2020,12.2696
120841,05-11-2020,12.2631
120841,12-11-2020,12.4487
120841,19-11-2020,12.6453
120841,26-11-2020,12.482
120841,03-12-2020,12.736
120841,10-12-2020,12.6479
120841,17-12-2020,12.7522
120841,24-12-2020,12.8563
120841,31-12-2020,12.759
120841,07-01-2021,12.8145
120841,14-01-2021,12.8086
120841,21-01-2021,12.8705
120841,28-01-2021,12.8994
120841,04-02-2021,13.028
120841,11-02-2021,13.0411
120841,18-02-2021,13.0288
120841,25-02-2021,13.1482
120841,04-03-2021,13.2146
120841,11-03-2021,13.2972
120841,18-03-2021,13.2318
120841,25-03-2021,13.1265
120841,01-04-2021,13.0721
120841,08-04-2021,13.0124
120841,15-04-2021,13.0995
120841,22-04-2021,13.207
120841,29-04-2021,13.1959
120841,06-05-2021,13.3522
120841,13-05-2021,13.5037
120841,20-05-2021,13.5354
120841,27-05-2021,13.4518
120841,03-06-2021,13.6268
120841,10-06-2021,13.6255
120841,17-06-2021,13.6448
120841,24-06-2021,13.6131
120841,01-07-2021,13.5217
120841,08-07-2021,13.3682
120841,15-07-2021,13.4413
120841,22-07-2021,13.3624
120841,29-07-2021,13.6948
120841,05-08-2021,13.5813
120841,12-08-2021,13.4501
120841,19-08-2021,13.5104
120841,26-08-2021,13.6811
120841,02-09-2021,13.6936
120841,09-09-2021,13.7618
120841,16-09-2021,13.5643
120841,23-09-2021,13.4962
120841,30-09-2021,13.3857
120841,07-10-2021,13.1881
120841,14-10-2021,13.2057
120841,21-10-2021,12.9741
120841,28-10-2021,12.842
120841,04-11-2021,12.792
120841,11-11-2021,12.712
120841,18-11-2021,12.7574
120841,25-11-2021,12.7937
120841,02-12-2021,12.8903
120841,09-12-2021,12.9731
120841,16-12-2021,13.0966
120841,23-12-2021,13.1017
120841,30-12-2021,13.1387
120841,06-01-2022,13.1978
120841,13-01-2022,13.218
120841,20-01-2022,13.1813
120841,27-01-2022,13.1515
120841,03-02-2022,13.0707
120841,10-02-2022,13.1201
120841,17-02-2022,13.1154
120841,24-02-2022,13.0511
120841,03-03-2022,12.9872
120841,10-03-2022,12.8666
120841,17-03-2022,12.9725
120841,24-03-2022,12.9859
120841,31-03-2022,12.9014
120841,07-04-2022,12.99
120841,14-04-2022,12.937
120841,21-04-2022,12.7966
120841,28-04-2022,12.9063
120841,05-05-2022,12.856
120841,12-05-2022,12.8191
120841,19-05-2022,12.8284
120841,26-05-2022,12.9508
120841,02-06-2022,12.9581
120841,09-06-2022,12.8389
120841,16-06-2022,12.8999
120841,23-06-2022,12.855
120841,30-06-2022,13.0543
120841,07-07-2022,13.0594
120841,14-07-2022,12.8312
120841,21-07-2022,12.873
120841,28-07-2022,13.0784
120841,04-08-2022,13.2485
120841,11-08-2022,13.4479
120841,18-08-2022,13.3435
120841,25-08-2022,13.4462
120841,01-09-2022,13.3739
120841,08-09-2022,13.4033
120841,15-09-2022,13.2722
120841,22-09-2022,13.209
120841,29-09-2022,13.1429
120841,06-10-2022,13.2426
120841,13-10-2022,13.3327
120841,20-10-2022,13.3676
120841,27-10-2022,13.2285
120841,03-11-2022,13.2008
120841,10-11-2022,13.1273
120841,17-11-2022,13.2239
120841,24-11-2022,13.3538
120841,01-12-2022,13.472
120841,08-12-2022,13.396
120841,15-12-2022,13.1078
120841,22-12-2022,12.9277
120841,29-12-2022,13.0799
120841,05-01-2023,13.0432
120841,12-01-2023,12.9701
120841,19-01-2023,13.1457
120841,26-01-2023,13.284
120841,02-02-2023,13.2919
120841,09-02-2023,13.266
120841,16-02-2023,13.2573
120841,23-02-2023,13.2867
120841,02-03-2023,13.4621
120841,09-03-2023,13.513
120841,16-03-2023,13.5969
120841,23-03-2023,13.7295
120841,30-03-2023,13.6065
120841,06-04-2023,13.6941
120841,13-04-2023,13.6673
120841,20-04-2023,13.3977
120841,27-04-2023,13.175
120841,04-05-2023,13.0729
120841,11-05-2023,13.1337
120841,18-05-2023,13.1509
120841,25-05-2023,13.1756
120841,01-06-2023,13.3865
120841,08-06-2023,13.2559
120841,15-06-2023,13.2583
120841,22-06-2023,13.2959
120841,29-06-2023,13.2229
120841,06-07-2023,13.2312
120841,13-07-2023,13.0672
120841,20-07-2023,13.2198
120841,27-07-2023,13.153
120841,03-08-2023,13.372
120841,10-08-2023,13.3739
120841,17-08-2023,13.4892
120841,24-08-2023,13.4888
120841,31-08-2023,13.4909
120841,07-09-2023,13.4333
120841,14-09-2023,13.4515
120841,21-09-2023,13.4911
120841,28-09-2023,13.4118
120841,05-10-2023,13.4038
120841,12-10-2023,13.3437
120841,19-10-2023,13.5945
120841,26-10-2023,13.5902
120841,02-11-2023,13.7636
120841,09-11-2023,13.7476
120841,16-11-2023,13.7816
120841,23-11-2023,13.6414
120841,30-11-2023,13.5981
120841,07-12-2023,13.6265
120841,14-12-2023,13.8048
120841,21-12-2023,13.8348
120841,28-12-2023,13.9935
120841,04-01-2024,14.0708
120841,11-01-2024,14.2597
120841,18-01-2024,14.2586
120841,25-01-2024,14.537
120841,01-02-2024,14.4864
120841,08-02-2024,14.4033
120841,15-02-2024,14.2697
120841,22-02-2024,14.5415
120841,29-02-2024,14.6426
120841,07-03-2024,14.6093
120841,14-03-2024,14.7612
120841,21-03-2024,14.8483
120841,28-03-2024,15.0878
120841,04-04-2024,14.907
120841,11-04-2024,14.8813
120841,18-04-2024,14.8322
120841,25-04-2024,14.6039
120841,02-05-2024,14.7336
120841,09-05-2024,14.7077
120841,16-05-2024,14.8006
120841,23-05-2024,15.0859
120841,30-05-2024,15.0493
120841,06-06-2024,15.0046
120841,13-06-2024,15.0249
120841,20-06-2024,15.1495
120841,27-06-2024,15.0869
120841,04-07-2024,15.0168
120841,11-07-2024,15.1498
120841,18-07-2024,15.2017
120841,25-07-2024,14.9592
118989,01-01-2015,9.906
118989,08-01-2015,10.0289
118989,15-01-2015,10.0652
118989,22-01-2015,10.0078
118989,29-01-2015,9.9982
118989,05-02-2015,10.0032
118989,12-02-2015,10.0661
118989,19-02-2015,9.9608
118989,26-02-2015,9.8977
118989,05-03-2015,9.9233
118989,12-03-2015,9.9193
118989,19-03-2015,9.9687
118989,26-03-2015,9.8746
118989,02-04-2015,9.9068
118989,09-04-2015,9.9973
118989,16-04-2015,10.0402
118989,23-04-2015,10.0554
118989,30-04-2015,10.0517
118989,07-05-2015,9.9886
118989,14-05-2015,9.9868
118989,21-05-2015,10.0915
118989,28-05-2015,10.0859
118989,04-06-2015,10.0181
118989,11-06-2015,9.9827
118989,18-06-2015,10.0027
118989,25-06-2015,9.9768
118989,02-07-2015,10.0196
118989,09-07-2015,10.0655
118989,16-07-2015,10.1411
118989,23-07-2015,10.2606
118989,30-07-2015,10.3465
118989,06-08-2015,10.2733
118989,13-08-2015,10.2031
118989,20-08-2015,10.201
118989,27-08-2015,10.1683
118989,03-09-2015,10.0798
118989,10-09-2015,10.0482
118989,17-09-2015,10.0141
118989,24-09-2015,9.9642
118989,01-10-2015,9.9431
118989,08-10-2015,10.0408
118989,15-10-2015,10.0608
118989,22-10-2015,10.2638
118989,29-10-2015,10.2819
118989,05-11-2015,10.2621
118989,12-11-2015,10.2666
118989,19-11-2015,10.2917
118989,26-11-2015,10.3317
118989,03-12-2015,10.5075
118989,10-12-2015,10.4406
118989,17-12-2015,10.5165
118989,24-12-2015,10.5382
118989,31-12-2015,10.41
118989,07-01-2016,10.4783
118989,14-01-2016,10.5888
118989,21-01-2016,10.5204
118989,28-01-2016,10.5239
118989,04-02-2016,10.3828
118989,11-02-2016,10.2824
118989,18-02-2016,10.3727
118989,25-02-2016,10.3382
118989,03-03-2016,10.2506
118989,10-03-2016,10.2735
118989,17-03-2016,10.2347
118989,24-03-2016,10.2002
118989,31-03-2016,10.2647
118989,07-04-2016,10.1734
118989,14-04-2016,10.1038
118989,21-04-2016,10.1202
118989,28-04-2016,10.2028
118989,05-05-2016,10.3079
118989,12-05-2016,10.2572
118989,19-05-2016,10.3382
118989,26-05-2016,10.2775
118989,02-06-2016,10.4318
118989,09-06-2016,10.3413
118989,16-06-2016,10.4554
118989,23-06-2016,10.4046
118989,30-06-2016,10.5764
118989,07-07-2016,10.6306
118989,14-07-2016,10.5485
118989,21-07-2016,10.5086
118989,28-07-2016,10.5785
118989,04-08-2016,10.6718
118989,11-08-2016,10.6701
118989,18-08-2016,10.6781
118989,25-08-2016,10.7472
118989,01-09-2016,10.7628
118989,08-09-2016,10.6558
118989,15-09-2016,10.5907
118989,22-09-2016,10.6149
118989,29-09-2016,10.7223
118989,06-10-2016,10.8652
118989,13-10-2016,10.9373
118989,20-10-2016,10.9669
118989,27-10-2016,11.0369
118989,03-11-2016,10.9825
118989,10-11-2016,10.9734
118989,17-11-2016,10.9055
118989,24-11-2016,10.8009
118989,01-12-2016,10.834
118989,08-12-2016,10.8544
118989,15-12-2016,10.9185
118989,22-12-2016,10.9705
118989,29-12-2016,10.9962
118989,05-01-2017,11.0496
118989,12-01-2017,11.0502
118989,19-01-2017,11.0912
118989,26-01-2017,11.0312
118989,02-02-2017,11.0682
118989,09-02-2017,11.1318
118989,16-02-2017,11.0766
118989,23-02-2017,11.0857
118989,02-03-2017,11.0348
118989,09-03-2017,10.9927
118989,16-03-2017,10.8982
118989,23-03-2017,11.0129
118989,30-03-2017,11.1112
118989,06-04-2017,11.1634
118989,13-04-2017,11.344
118989,20-04-2017,11.3314
118989,27-04-2017,11.6107
118989,04-05-2017,11.5943
118989,11-05-2017,11.6226
118989,18-05-2017,11.5902
118989,25-05-2017,11.6294
118989,01-06-2017,11.7118
118989,08-06-2017,11.7058
118989,15-06-2017,11.8769
118989,22-06-2017,11.9043
118989,29-06-2017,11.9349
118989,06-07-2017,11.8528
118989,13-07-2017,11.8973
118989,20-07-2017,11.8893
118989,27-07-2017,11.8362
118989,03-08-2017,11.7674
118989,10-08-2017,12.0236
118989,17-08-2017,12.0031
118989,24-08-2017,11.868
118989,31-08-2017,11.8064
118989,07-09-2017,11.8063
118989,14-09-2017,11.8626
118989,21-09-2017,11.92
118989,28-09-2017,11.9893
118989,05-10-2017,11.9323
118989,12-10-2017,11.9695
118989,19-10-2017,11.8904
118989,26-10-2017,11.8362
118989,02-11-2017,11.7541
118989,09-11-2017,11.647
118989,16-11-2017,11.7508
118989,23-11-2017,11.8203
118989,30-11-2017,11.9174
118989,07-12-2017,11.9259
118989,14-12-2017,12.0048
118989,21-12-2017,11.8404
118989,28-12-2017,11.9269
118989,04-01-2018,11.9486
118989,11-01-2018,12.0133
118989,18-01-2018,12.0546
118989,25-01-2018,11.9643
118989,01-02-2018,11.8257
118989,08-02-2018,11.763
118989,15-02-2018,11.8209
118989,22-02-2018,11.8909
118989,01-03-2018,11.7655
118989,08-03-2018,11.6779
118989,15-03-2018,11.615
118989,22-03-2018,11.5864
118989,29-03-2018,11.4648
118989,05-04-2018,11.339
118989,12-04-2018,11.2689
118989,19-04-2018,11.2812
118989,26-04-2018,11.1792
118989,03-05-2018,11.1733
118989,10-05-2018,11.2724
118989,17-05-2018,11.1595
118989,24-05-2018,11.1456
118989,31-05-2018,11.2414
118989,07-06-2018,11.2083
118989,14-06-2018,11.1613
118989,21-06-2018,11.2697
118989,28-06-2018,11.2466
118989,05-07-2018,11.3504
118989,12-07-2018,11.3939
118989,19-07-2018,11.3672
118989,26-07-2018,11.4154
118989,02-08-2018,11.4492
118989,09-08-2018,11.5473
118989,16-08-2018,11.5013
118989,23-08-2018,11.5097
118989,30-08-2018,11.5086
118989,06-09-2018,11.578
118989,13-09-2018,11.4877
118989,20-09-2018,11.5858
118989,27-09-2018,11.6336
118989,04-10-2018,11.5157
118989,11-10-2018,11.6316
118989,18-10-2018,11.8442
118989,25-10-2018,11.9438
118989,01-11-2018,12.085
118989,08-11-2018,12.0981
118989,15-11-2018,11.9421
118989,22-11-2018,11.7707
118989,29-11-2018,11.7994
118989,06-12-2018,11.7483
118989,13-12-2018,11.667
118989,20-12-2018,11.6658
118989,27-12-2018,11.7279
118989,03-01-2019,11.5963
118989,10-01-2019,11.5593
118989,17-01-2019,11.7036
118989,24-01-2019,11.6076
118989,31-01-2019,11.693
118989,07-02-2019,11.6523
118989,14-02-2019,11.7078
118989,21-02-2019,11.8153
118989,28-02-2019,11.8901
118989,07-03-2019,11.9813
118989,14-03-2019,11.8757
118989,21-03-2019,11.9863
118989,28-03-2019,11.9093
118989,04-04-2019,11.9388
118989,11-04-2019,11.9683
118989,18-04-2019,12.0195
118989,25-04-2019,12.0567
118989,02-05-2019,11.9801
118989,09-05-2019,11.8556
118989,16-05-2019,11.943
118989,23-05-2019,11.9656
118989,30-05-2019,12.0804
118989,06-06-2019,12.0809
118989,13-06-2019,11.9499
118989,20-06-2019,12.0471
118989,27-06-2019,12.0162
118989,04-07-2019,12.0539
118989,11-07-2019,11.9963
118989,18-07-2019,12.1589
118989,25-07-2019,12.0785
118989,01-08-2019,12.0507
118989,08-08-2019,12.0659
118989,15-08-2019,11.9653
118989,22-08-2019,12.0017
118989,29-08-2019,12.1613
118989,05-09-2019,12.1184
118989,12-09-2019,12.1616
118989,19-09-2019,11.8989
118989,26-09-2019,11.9
118989,03-10-2019,11.8749
118989,10-10-2019,11.8019
118989,17-10-2019,11.9088
118989,24-10-2019,11.8824
118989,31-10-2019,11.8703
118989,07-11-2019,11.8392
118989,14-11-2019,11.6624
118989,21-11-2019,11.5615
118989,28-11-2019,11.655
118989,05-12-2019,11.4629
118989,12-12-2019,11.3972
118989,19-12-2019,11.3654
118989,26-12-2019,11.5284
118989,02-01-2020,11.6039
118989,09-01-2020,11.5569
118989,16-01-2020,11.6821
118989,23-01-2020,11.6176
118989,30-01-2020,11.716
118989,06-02-2020,11.5933
118989,13-02-2020,11.6975
118989,20-02-2020,11.6642
118989,27-02-2020,11.5729
118989,05-03-2020,11.5574
118989,12-03-2020,11.5876
118989,19-03-2020,11.5464
118989,26-03-2020,11.6022
118989,02-04-2020,11.5527
118989,09-04-2020,11.6147
118989,16-04-2020,11.6604
118989,23-04-2020,11.6594
118989,30-04-2020,11.6229
118989,07-05-2020,11.6416
118989,14-05-2020,11.6975
118989,21-05-2020,11.8952
118989,28-05-2020,11.9893
118989,04-06-2020,12.0877
118989,11-06-2020,12.3912
118989,18-06-2020,12.4473
118989,25-06-2020,12.5006
118989,02-07-2020,12.576
118989,09-07-2020,12.4795
118989,16-07-2020,12.4402
118989,23-07-2020,12.3948
118989,30-07-2020,12.4639
118989,06-08-2020,12.4516
118989,13-08-2020,12.4703
118989,20-08-2020,12.5838
118989,27-08-2020,12.6757
118989,03-09-2020,12.6644
118989,10-09-2020,12.6016
118989,17-09-2020,12.7211
118989,24-09-2020,12.8049
118989,01-10-2020,12.6455
118989,08-10-2020,12.6189
118989,15-10-2020,12.6406
118989,22-10-2020,12.7244
118989,29-10-2020,12.8222
118989,05-11-2020,12.8564
118989,12-11-2020,12.9218
118989,19-11-2020,12.9336
118989,26-11-2020,12.869
118989,03-12-2020,12.8473
118989,10-12-2020,12.8543
118989,17-12-2020,12.8559
118989,24-12-2020,12.6671
118989,31-12-2020,12.6319
118989,07-01-2021,12.6427
118989,14-01-2021,12.6193
118989,21-01-2021,12.5994
118989,28-01-2021,12.6536
118989,04-02-2021,12.5495
118989,11-02-2021,12.391
118989,18-02-2021,12.3615
118989,25-02-2021,12.442
118989,04-03-2021,12.6149
118989,11-03-2021,12.6989
118989,18-03-2021,12.5548
118989,25-03-2021,12.5365
118989,01-04-2021,12.5673
118989,08-04-2021,12.5901
118989,15-04-2021,12.6495
118989,22-04-2021,12.5618
118989,29-04-2021,12.5733
118989,06-05-2021,12.6206
118989,13-05-2021,12.709
118989,20-05-2021,12.6322
118989,27-05-2021,12.6024
118989,03-06-2021,12.3348
118989,10-06-2021,12.2784
118989,17-06-2021,12.2318
118989,24-06-2021,12.1369
118989,01-07-2021,12.1579
118989,08-07-2021,12.1573
118989,15-07-2021,11.9424
118989,22-07-2021,11.9678
118989,29-07-2021,11.8837
118989,05-08-2021,11.9346
118989,12-08-2021,11.817
118989,19-08-2021,11.8246
118989,26-08-2021,11.8025
118989,02-09-2021,11.8359
118989,09-09-2021,11.8524
118989,16-09-2021,11.833
118989,23-09-2021,11.6923
118989,30-09-2021,11.5588
118989,07-10-2021,11.5094
118989,14-10-2021,11.5132
118989,21-10-2021,11.4618
118989,28-10-2021,11.5237
118989,04-11-2021,11.5026
118989,11-11-2021,11.4184
118989,18-11-2021,11.3976
118989,25-11-2021,11.4227
118989,02-12-2021,11.457
118989,09-12-2021,11.6337
118989,16-12-2021,11.5761
118989,23-12-2021,11.5739
118989,30-12-2021,11.618
118989,06-01-2022,11.6205
118989,13-01-2022,11.5786
118989,20-01-2022,11.4397
118989,27-01-2022,11.3976
118989,03-02-2022,11.3042
118989,10-02-2022,11.1526
118989,17-02-2022,11.0861
118989,24-02-2022,10.9976
118989,03-03-2022,11.0534
118989,10-03-2022,11.111
118989,17-03-2022,11.0351
118989,24-03-2022,11.0165
118989,31-03-2022,10.8571
118989,07-04-2022,10.8186
118989,14-04-2022,10.8574
118989,21-04-2022,10.9334
118989,28-04-2022,10.8754
118989,05-05-2022,10.9713
118989,12-05-2022,10.8426
118989,19-05-2022,10.7387
118989,26-05-2022,10.804
118989,02-06-2022,10.9528
118989,09-06-2022,11.0004
118989,16-06-2022,11.0012
118989,23-06-2022,10.8124
118989,30-06-2022,10.6418
118989,07-07-2022,10.6571
118989,14-07-2022,10.6308
118989,21-07-2022,10.541
118989,28-07-2022,10.5508
118989,04-08-2022,10.5647
118989,11-08-2022,10.6488
118989,18-08-2022,10.6647
118989,25-08-2022,10.7737
118989,01-09-2022,10.7787
118989,08-09-2022,10.7731
118989,15-09-2022,10.8691
118989,22-09-2022,10.7884
118989,29-09-2022,11.0356
118989,06-10-2022,11.0732
118989,13-10-2022,11.1113
118989,20-10-2022,11.1625
118989,27-10-2022,11.3345
118989,03-11-2022,11.4109
118989,10-11-2022,11.269
118989,17-11-2022,11.4
118989,24-11-2022,11.3735
118989,01-12-2022,11.3878
118989,08-12-2022,11.2758
118989,15-12-2022,11.3278
118989,22-12-2022,11.2733
118989,29-12-2022,11.2868
118989,05-01-2023,11.2657
118989,12-01-2023,11.4437
118989,19-01-2023,11.6297
118989,26-01-2023,11.6387
118989,02-02-2023,11.6493
118989,09-02-2023,11.6192
118989,16-02-2023,11.7266
118989,23-02-2023,11.7005
118989,02-03-2023,11.6657
118989,09-03-2023,11.7617
118989,16-03-2023,11.7158
118989,23-03-2023,11.7169
118989,30-03-2023,11.5734
118989,06-04-2023,11.6432
118989,13-04-2023,11.8286
118989,20-04-2023,11.9016
118989,27-04-2023,12.0456
118989,04-05-2023,11.9688
118989,11-05-2023,11.9963
118989,18-05-2023,11.9105
118989,25-05-2023,11.8936
118989,01-06-2023,11.9718
118989,08-06-2023,11.9864
118989,15-06-2023,11.8557
118989,22-06-2023,11.7357
118989,29-06-2023,11.6108
118989,06-07-2023,11.661
118989,13-07-2023,11.8583
118989,20-07-2023,11.9922
118989,27-07-2023,11.8151
118989,03-08-2023,11.9542
118989,10-08-2023,12.0485
118989,17-08-2023,11.9044
118989,24-08-2023,11.8803
118989,31-08-2023,11.9892
118989,07-09-2023,12.0467
118989,14-09-2023,11.9254
118989,21-09-2023,11.9884
118989,28-09-2023,11.7882
118989,05-10-2023,11.7719
118989,12-10-2023,11.8838
118989,19-10-2023,11.8903
118989,26-10-2023,11.8476
118989,02-11-2023,11.9366
118989,09-11-2023,12.0345
118989,16-11-2023,12.1654
118989,23-11-2023,12.2554
118989,30-11-2023,12.3663
118989,07-12-2023,12.4438
118989,14-12-2023,12.4752
118989,21-12-2023,12.4891
118989,28-12-2023,12.4704
118989,04-01-2024,12.3544
118989,11-01-2024,12.265
118989,18-01-2024,12.2422
118989,25-01-2024,12.2707
118989,01-02-2024,12.4171
118989,08-02-2024,12.4179
118989,15-02-2024,12.5226
118989,22-02-2024,12.6357
118989,29-02-2024,12.6173
118989,07-03-2024,12.6824
118989,14-03-2024,12.6628
118989,21-03-2024,12.8018
118989,28-03-2024,12.872
118989,04-04-2024,12.7546
118989,11-04-2024,12.7762
118989,18-04-2024,12.9497
118989,25-04-2024,12.9361
118989,02-05-2024,12.9876
118989,09-05-2024,13.0496
118989,16-05-2024,12.9466
118989,23-05-2024,13.0046
118989,30-05-2024,12.8648
118989,06-06-2024,12.8056
118989,13-06-2024,12.9209
118989,20-06-2024,12.963
118989,27-06-2024,12.9366
118989,04-07-2024,12.9879
118989,11-07-2024,12.9869
118989,18-07-2024,12.9934
118989,25-07-2024,13.0669
120594,01-01-2015,9.9458
120594,08-01-2015,9.953
120594,15-01-2015,9.9321
120594,22-01-2015,9.8101
120594,29-01-2015,9.7418
120594,05-02-2015,9.8679
120594,12-02-2015,9.9022
120594,19-02-2015,9.8013
120594,26-02-2015,9.6845
120594,05-03-2015,9.6797
120594,12-03-2015,9.8044
120594,19-03-2015,9.7937
120594,26-03-2015,9.9
120594,02-04-2015,9.9318
120594,09-04-2015,9.9733
120594,16-04-2015,9.8707
120594,23-04-2015,9.9487
120594,30-04-2015,9.926
120594,07-05-2015,9.9985
120594,14-05-2015,9.9374
120594,21-05-2015,9.9554
120594,28-05-2015,9.9874
120594,04-06-2015,9.9791
120594,11-06-2015,10.0154
120594,18-06-2015,9.9981
120594,25-06-2015,9.9502
120594,02-07-2015,10.0819
120594,09-07-2015,10.1706
120594,16-07-2015,10.1127
120594,23-07-2015,10.1628
120594,30-07-2015,10.1064
120594,06-08-2015,10.0147
120594,13-08-2015,10.1015
120594,20-08-2015,9.9679
120594,27-08-2015,10.0458
120594,03-09-2015,10.0295
120594,10-09-2015,10.0165
120594,17-09-2015,10.0533
120594,24-09-2015,10.1041
120594,01-10-2015,10.0414
120594,08-10-2015,10.103
120594,15-10-2015,10.1162
120594,22-10-2015,10.0186
120594,29-10-2015,10.009
120594,05-11-2015,10.1236
120594,12-11-2015,10.2635
120594,19-11-2015,10.3265
120594,26-11-2015,10.2323
120594,03-12-2015,10.2765
120594,10-12-2015,10.3506
120594,17-12-2015,10.4148
120594,24-12-2015,10.4844
120594,31-12-2015,10.519
120594,07-01-2016,10.5172
120594,14-01-2016,10.4702
120594,21-01-2016,10.3154
120594,28-01-2016,10.3475
120594,04-02-2016,10.3671
120594,11-02-2016,10.4175
120594,18-02-2016,10.3102
120594,25-02-2016,10.3675
120594,03-03-2016,10.542
120594,10-03-2016,10.5529
120594,17-03-2016,10.5519
120594,24-03-2016,10.5822
120594,31-03-2016,10.7585
120594,07-04-2016,10.6747
120594,14-04-2016,10.6963
120594,21-04-2016,10.6322
120594,28-04-2016,10.5899
120594,05-05-2016,10.5899
120594,12-05-2016,10.7083
120594,19-05-2016,10.8669
120594,26-05-2016,10.9102
120594,02-06-2016,10.8817
120594,09-06-2016,11.103
120594,16-06-2016,11.0695
120594,23-06-2016,11.0233
120594,30-06-2016,10.8712
120594,07-07-2016,10.997
120594,14-07-2016,11.0866
120594,21-07-2016,11.3054
120594,28-07-2016,11.1843
120594,04-08-2016,11.3192
120594,11-08-2016,11.3301
120594,18-08-2016,11.4077
120594,25-08-2016,11.2619
120594,01-09-2016,11.3987
120594,08-09-2016,11.4749
120594,15-09-2016,11.476
120594,22-09-2016,11.5398
120594,29-09-2016,11.4737
120594,06-10-2016,11.4251
120594,13-10-2016,11.3873
120594,20-10-2016,11.2231
120594,27-10-2016,11.305
120594,03-11-2016,11.4173
120594,10-11-2016,11.3578
120594,17-11-2016,11.394
120594,24-11-2016,11.3743
120594,01-12-2016,11.4087
120594,08-12-2016,11.356
120594,15-12-2016,11.2803
120594,22-12-2016,11.3798
120594,29-12-2016,11.3785
120594,05-01-2017,11.5671
120594,12-01-2017,11.576
120594,19-01-2017,11.4949
120594,26-01-2017,11.6123
120594,02-02-2017,11.6756
120594,09-02-2017,11.7481
120594,16-02-2017,11.8647
120594,23-02-2017,11.8075
120594,02-03-2017,11.8002
120594,09-03-2017,11.7887
120594,16-03-2017,11.6717
120594,23-03-2017,11.6518
120594,30-03-2017,11.781
120594,06-04-2017,11.8081
120594,13-04-2017,11.6857
120594,20-04-2017,11.5449
120594,27-04-2017,11.7033
120594,04-05-2017,11.6995
120594,11-05-2017,11.6436
120594,18-05-2017,11.6227
120594,25-05-2017,11.49
120594,01-06-2017,11.6254
120594,08-06-2017,11.5935
120594,15-06-2017,11.725
120594,22-06-2017,11.7345
120594,29-06-2017,11.8734
120594,06-07-2017,11.9025
120594,13-07-2017,11.9885
120594,20-07-2017,12.0623
